KNYSNA  - station [0014123 3]   -34.0590 23.0910 54 m ,yyyymmdd,Rainfall (mm) (24 hours),Temp (§ C),Rel Humidity (%),Wind Speed (m/s) ,,,
,20090401,0,24.7,51,1.9,,,
,20090402,0,23,74,1.8,,,
,20090403,0,31.4,42,1.8,,,
,20090404,0,31.1,34,0,,,
,20090405,0.2,23.4,73,1.7,,,
,20090406,0,22.9,60,4,,,
,20090407,0,21.2,63,2.4,,,
,20090408,0,29.7,30,2.2,,,
,20090409,0,22.7,56,2.8,,,
,20090410,0,23.9,53,3.6,,,
,20090411,0,22.9,65,3.4,,,
,20090412,0,21.5,67,3.4,,,
,20090413,0,22.6,57,2.4,,,
,20090414,0,31.5,19,1.5,,,
,20090415,0,22.9,62,2.8,,,
,20090416,0,20.7,78,1.5,,,
,20090417,11.2,21.7,75,2.1,,,
,20090418,0,22.1,70,4.5,,,
,20090419,6.8,17.5,82,4.9,,,
,20090420,0,17.9,68,1.8,,,
,20090421,0,18.7,47,3.7,,,
,20090422,8.8,26.5,40,2.3,,,
,20090423,5.2,19.6,86,0,,,
,20090424,2.4,19.8,77,1.7,,,
,20090425,0.6,20.7,65,2.6,,,
,20090426,1.6,16.9,94,5.5,,,
,20090427,0,21.6,59,1.8,,,
,20090428,0,30.4,29,1.5,,,
,20090429,0,23.1,44,1.4,,,
,20090430,0.2,16.5,91,6.2,,,
,20090501,0,17.7,59,5.2,,,
,20090502,0,18.9,64,4.7,,,
,20090503,0,19.9,60,2,,,
,20090504,0,22.2,49,2.1,,,
,20090505,0,20.4,63,3.8,,,
,20090506,0,19.6,67,2.2,,,
,20090507,0,20,53,1.9,,,
,20090508,0,19.6,67,3.4,,,
,20090509,0,21.7,58,2,,,
,20090510,0,22.7,58,1.6,,,
,20090511,0,31.9,22,1.5,,,
,20090512,0,20.4,62,2.3,,,
,20090513,0,22.8,61,1.8,,,
,20090514,0,20.3,69,1.5,,,
,20090515,0,21.7,44,1.7,,,
,20090516,11.8,20.4,35,3.1,,,
,20090517,0,17.6,53,9.7,,,
,20090518,0,23.2,36,4.4,,,
,20090519,0,20,65,3.7,,,
,20090520,0,21.2,59,3.6,,,
,20090521,0,31,20,2.4,,,
,20090522,0,21.8,48,2.1,,,
,20090523,0,20.7,51,1.8,,,
,20090524,0,19.1,66,4.1,,,
,20090525,0,22.7,46,1.6,,,
,20090526,0,20.3,59,1.9,,,
,20090527,0,26.8,39,1.3,,,
,20090528,3.6,19.7,59,1.5,,,
,20090529,0.6,13.7,67,5.6,,,
,20090530,0,16.1,43,5.3,,,
,20090531,1.2,16.1,67,8.7,,,
,20090601,0,18.8,64,4.2,,,
,20090602,0,17,72,3,,,
,20090603,0,16.6,69,2.6,,,
,20090604,0.6,23.1,41,4.3,,,
,20090605,2.4,18.7,72,0,,,
,20090606,1.4,16.7,73,3.4,,,
,20090607,0,16.4,63,5.2,,,
,20090608,0,18.5,65,1.9,,,
,20090609,0,19.7,52,1.2,,,
,20090610,0,27.4,30,2.1,,,
,20090611,0,20.8,59,0,,,
,20090612,0,22.3,58,2.5,,,
,20090613,0,24.3,40,2,,,
,20090614,0,19.5,57,3.4,,,
,20090615,0,20.4,58,0,,,
,20090616,1.4,12.9,85,3.9,,,
,20090617,0,17.1,49,2.2,,,
,20090618,0,18.4,47,1.9,,,
,20090619,0.2,27.1,37,0,,,
,20090620,1,17.8,72,2.3,,,
,20090621,0,25.1,48,1.3,,,
,20090622,0,18,65,1.8,,,
,20090623,6,18.1,52,6.2,,,
,20090624,13.6,14.1,56,9.8,,,
,20090625,15.8,7.9,81,7,,,
,20090626,0.2,13.3,67,5,,,
,20090627,0,16.6,57,4.1,,,
,20090628,5.4,14.3,83,0,,,
,20090629,0,20.1,26,3,,,
,20090630,0,25,29,0,,,
,20090701,0,27.1,20,3.7,,,
,20090702,0,23.2,24,7.1,,,
,20090703,0,16.4,62,2.6,,,
,20090704,0,20.1,57,0,,,
,20090705,0,20.8,44,3.3,,,
,20090706,0,18.7,61,5.3,,,
,20090707,0,18.3,59,1.9,,,
,20090708,0,21.5,60,1.2,,,
,20090709,0,24.3,43,0,,,
,20090710,0,28,19,4.5,,,
,20090711,2.6,16.1,82,1.2,,,
,20090712,1.4,20.3,40,4.6,,,
,20090713,5.2,13,71,4.4,,,
,20090714,0,13.6,57,4.8,,,
,20090715,0,15.8,57,4.6,,,
,20090716,0,18.1,47,2.6,,,
,20090717,0,19.2,56,1.8,,,
,20090718,0,17.1,69,2.7,,,
,20090719,0,22.6,42,1.2,,,
,20090720,0,27.2,18,4.6,,,
,20090721,0,19.5,61,3,,,
,20090722,15.8,12.5,92,4.8,,,
,20090723,30.6,11.6,75,2.4,,,
,20090724,0.2,14,64,3.7,,,
,20090725,0,16.3,50,3.1,,,
,20090726,0,16.8,67,1.5,,,
,20090727,0,23.1,43,0,,,
,20090728,0,26.9,17,4,,,
,20090729,0,18.1,70,4.7,,,
,20090730,0,16.9,73,1.6,,,
,20090731,0,18.2,53,1.5,,,
,20090801,0,17.5,62,3.6,,,
,20090802,0,17.7,55,1.7,,,
,20090803,0,21.6,42,1.7,,,
,20090804,0,29.2,16,2.4,,,
,20090805,0,20.8,41,3,,,
,20090806,0,18.7,51,2.5,,,
,20090807,0,21,39,2.1,,,
,20090808,0,18.8,64,1.8,,,
,20090809,0,23.7,40,1.7,,,
,20090810,0,20.5,40,2.1,,,
,20090811,0,17.1,61,3.8,,,
,20090812,2.2,15.5,54,6.3,,,
,20090813,0,15.5,51,6.3,,,
,20090814,0,19.9,36,3.8,,,
,20090815,0,19.3,60,3.3,,,
,20090816,0,30.9,14,3.8,,,
,20090817,0,17.8,73,1.4,,,
,20090818,0,19.6,49,2.2,,,
,20090819,3,14.7,58,8.8,,,
,20090820,0,15.6,40,4.2,,,
,20090821,1,13.2,85,6.1,,,
,20090822,0.2,15.2,68,1.7,,,
,20090823,0,17.4,53,2.8,,,
,20090824,0,22.7,41,2.6,,,
,20090825,0.4,21.6,48,4,,,
,20090826,10.2,14.5,86,3,,,
,20090827,0,16.4,55,1.9,,,
,20090828,0,21.6,27,1.7,,,
,20090829,0,27,25,1.5,,,
,20090830,0,17.3,71,2.8,,,
,20090831,0,26.5,39,1.8,,,
,20090901,0,22.5,37,1.9,,,
,20090902,0,19,60,4.2,,,
,20090903,0,21.2,39,2.1,,,
,20090904,0,20,59,2.5,,,
,20090905,0,19.5,50,1.9,,,
,20090906,0,20.5,44,1.5,,,
,20090907,0,23.3,48,1.7,,,
,20090908,26.6,15.7,57,8.2,,,
,20090909,6.2,15,59,2.3,,,
,20090910,3.4,16.1,57,3.5,,,
,20090911,0.2,17.5,61,2.6,,,
,20090912,0,18.3,64,2.2,,,
,20090913,0,20.5,55,2.2,,,
,20090914,1.4,16.8,83,1.2,,,
,20090915,0,18,58,3.3,,,
,20090916,0,20.9,41,4.6,,,
,20090917,2.8,17.9,58,3.5,,,
,20090918,0,18.7,41,6.3,,,
,20090919,0,19.7,52,3,,,
,20090920,0,19.3,62,2.9,,,
,20090921,0,20.8,53,3.8,,,
,20090922,0,18.8,57,4.3,,,
,20090923,0,22.3,48,2.8,,,
,20090924,0,17.1,82,5.2,,,
,20090925,0,19.9,54,2.6,,,
,20090926,11.2,21.9,49,2.2,,,
,20090927,11,13.3,83,4.2,,,
,20090928,0.2,17.3,51,2.2,,,
,20090929,0,19.1,47,3.1,,,
,20090930,0.8,19.8,62,2.1,,,
,20091001,0.2,18.5,65,4.2,,,
,20091002,0,22.5,63,2.5,,,
,20091003,0,19.9,74,2.3,,,
,20091004,0,19.7,78,1.3,,,
,20091005,0.8,19.9,81,2.3,,,
,20091006,0,21.1,60,2,,,
,20091007,0,23.5,37,4.7,,,
,20091008,0.2,19.5,52,4.8,,,
,20091009,0,18.7,53,2.4,,,
,20091010,0.4,19.7,56,3.9,,,
,20091011,9.4,18.1,82,3,,,
,20091012,10.8,21.1,45,6.8,,,
,20091013,0,21.1,61,3.1,,,
,20091014,0,32.6,29,1.9,,,
,20091015,0,20.4,55,1.7,,,
,20091016,0,18.6,53,3.6,,,
,20091017,0,19.8,50,2.5,,,
,20091018,0,20.8,55,2.9,,,
,20091019,0,22.8,51,2.9,,,
,20091020,0,21.8,60,2.8,,,
,20091021,0,21.7,58,3.1,,,
,20091022,0,21.7,56,5.5,,,
,20091023,0,24.9,50,2,,,
,20091024,0,18.5,78,4.2,,,
,20091025,14,21,60,1.7,,,
,20091026,4.6,15.3,86,6.3,,,
,20091027,0,25.1,41,1.3,,,
,20091028,0,19.2,56,5.8,,,
,20091029,0,18.9,51,4.3,,,
,20091030,0,19,60,2.8,,,
,20091031,0,21.8,50,2.2,,,
,20091101,0,19.2,77,4.7,,,
,20091102,0,20,62,4,,,
,20091103,0,29.4,35,2.6,,,
,20091104,5,26.8,49,2.1,,,
,20091105,0,21.4,64,2.5,,,
,20091106,0,20.8,44,2.8,,,
,20091107,0,23.4,35,2,,,
,20091108,8,22.3,70,2.3,,,
,20091109,0.6,17.6,74,5.1,,,
,20091110,0,19.1,67,2.2,,,
,20091111,0,29,33,2,,,
,20091112,0,20.2,67,2.4,,,
,20091113,0,17,71,5.7,,,
,20091114,0,20.4,53,4.6,,,
,20091115,1.4,18.3,57,3,,,
,20091116,0,19.7,40,3.4,,,
,20091117,0,22.4,44,6.6,,,
,20091118,0.4,21.6,60,3.8,,,
,20091119,0,23.5,43,4.4,,,
,20091120,0,31.9,25,2.3,,,
,20091121,0.2,22.7,62,3.5,,,
,20091122,0,21.2,59,1.6,,,
,20091123,0,24.3,55,4.2,,,
,20091124,0,29.9,37,2.6,,,
,20091125,0,21.6,58,3.7,,,
,20091126,0,21.8,58,3.7,,,
,20091127,0,20.9,64,2.7,,,
,20091128,0,27.1,34,3.8,,,
,20091129,6.6,22.6,62,4,,,
,20091130,0.2,18.5,54,1.6,,,
,20091201,0,18,54,3.9,,,
,20091202,0,19.6,68,2.1,,,
,20091203,0,20.8,55,3.5,,,
,20091204,0,21.4,56,4.1,,,
,20091205,0,24.5,50,4.3,,,
,20091206,0,25.2,56,4.1,,,
,20091207,32.4,20.1,92,1.4,,,
,20091208,0,23.3,55,2.6,,,
,20091209,0,22.4,59,2,,,
,20091210,0,22.3,60,2.4,,,
,20091211,0,23.8,61,2.2,,,
,20091212,0,26.4,45,2,,,
,20091213,1.8,18.2,74,2.4,,,
,20091214,0,21.4,46,4.2,,,
,20091215,0,21.7,61,3.2,,,
,20091216,0,25.8,50,2.7,,,
,20091217,1.6,21.3,59,3,,,
,20091218,0.6,21.4,65,1.6,,,
,20091219,0,23.8,54,2.4,,,
,20091220,0,23.1,47,2.7,,,
,20091221,0,28.3,41,4.9,,,
,20091222,0,23.9,54,2,,,
,20091223,4,24.7,52,3.4,,,
,20091224,0.4,20.2,57,1.9,,,
,20091225,3,21.4,56,2.3,,,
,20091226,1,22.4,55,4.7,,,
,20091227,0,22,48,2.4,,,
,20091228,4.4,21.6,59,4.3,,,
,20091229,0,23.2,42,2.6,,,
,20091230,0,25.8,59,2.8,,,
,20091231,0.2,25.7,63,2.4,,,
,20100101,1,27.4,65,2.2,,,
,20100102,0,30.1,49,3.4,,,
,20100103,4,23,81,4.8,,,
,20100104,0,23.1,57,2.9,,,
,20100105,0,32.6,31,2.7,,,
,20100106,0,25.1,62,6.4,,,
,20100107,0.4,22.4,63,2.6,,,
,20100108,0,22.4,60,1.9,,,
,20100109,0,25.6,56,2.9,,,
,20100110,1.2,26,67,5.6,,,
,20100111,0,26,53,2.7,,,
,20100112,0,26.4,64,2,,,
,20100113,0,31.3,43,3.3,,,
,20100114,8,23.6,62,3.3,,,
,20100115,2,18.5,79,1.8,,,
,20100116,0,22.3,56,2.5,,,
,20100117,0,26.2,50,2.8,,,
,20100118,0,27.5,57,2.7,,,
,20100119,0,23.3,64,4.7,,,
,20100120,0,23.1,57,2.3,,,
,20100121,0,26.2,64,2.6,,,
,20100122,0,25.9,60,4.6,,,
,20100123,0,25.4,56,1.9,,,
,20100124,0,25.8,56,3.7,,,
,20100125,5.2,23.1,69,1.5,,,
,20100126,0.2,26,64,4.5,,,
,20100127,1.2,22.9,73,5.7,,,
,20100128,0,23.1,48,2.6,,,
,20100129,0,24,57,2,,,
,20100130,0.4,28.4,40,2,,,
,20100131,0.2,25.4,58,2.5,,,
,20100201,0,25.4,47,3.8,,,
,20100202,0,23.7,56,2.2,,,
,20100203,0.4,24.6,55,3.8,,,
,20100204,0,24.8,56,2.8,,,
,20100205,0,32.5,28,2.3,,,
,20100206,0,25.2,50,2.2,,,
,20100207,0,28.9,31,1.9,,,
,20100208,0,29.6,47,3.3,,,
,20100209,0,36.9,34,2.3,,,
,20100210,4.2,24,68,2.2,,,
,20100211,0,25.8,58,1.7,,,
,20100212,0,21.4,68,4.6,,,
,20100213,0.6,20.9,79,0,,,
,20100214,0,26.9,52,2.9,,,
,20100215,8.2,24.1,74,4.9,,,
,20100216,4.4,22.4,68,4.7,,,
,20100217,0.2,21.1,59,1.9,,,
,20100218,0,24.1,52,2.6,,,
,20100219,0,26.6,56,3.5,,,
,20100220,0,35.9,31,2.5,,,
,20100221,1.6,24.6,85,2.2,,,
,20100222,1,21.9,86,2.8,,,
,20100223,3.4,21.9,87,3.7,,,
,20100224,3.2,31.3,47,2,,,
,20100225,1.4,22.9,76,4.2,,,
,20100226,0,23.5,64,3.6,,,
,20100227,0,24.9,54,2.6,,,
,20100228,0,28.8,43,2.1,,,
,20100301,2.6,26.5,63,2.4,,,
,20100302,0.2,22.8,60,3.6,,,
,20100303,0,26.2,48,3.7,,,
,20100304,0,32.7,36,3,,,
,20100305,0,28.8,49,4.2,,,
,20100306,0,26.4,62,2.1,,,
,20100307,0,28.7,55,3.2,,,
,20100308,0,40,18,1.9,,,
,20100309,0.2,27.6,60,3.4,,,
,20100310,0.2,26.9,66,2,,,
,20100311,1,22.6,88,1.6,,,
,20100312,0,23.4,72,3.5,,,
,20100313,0,22.3,68,2.2,,,
,20100314,0,23.9,51,2.1,,,
,20100315,0,27,42,2.3,,,
,20100316,3,23,67,2,,,
,20100317,0.2,21.2,62,1.2,,,
,20100318,0,23.3,46,1.6,,,
,20100319,0,25.2,56,2.8,,,
,20100320,0,27,59,4.1,,,
,20100321,0,25.9,65,4.2,,,
,20100322,1.2,25.6,65,4.2,,,
,20100323,0.4,26.2,56,2.3,,,
,20100324,0,24.7,59,4.4,,,
,20100325,0,23.7,62,2.7,,,
,20100326,1.2,22.7,76,1.2,,,
,20100327,0,25,44,7.4,,,
,20100328,0,23,52,2.7,,,
,20100329,0,23.6,63,2.5,,,
,20100330,0,24,41,2.6,,,
,20100331,4.4,22.7,68,2.3,,,
,20100401,0.2,24,68,2.7,,,
,20100402,0,23.1,72,3.5,,,
,20100403,0,23.3,67,4.4,,,
,20100404,0,20.3,53,2.4,,,
,20100405,0,20,66,1.5,,,
,20100406,0,23,62,3.5,,,
,20100407,0,23.1,57,5.3,,,
,20100408,0,27,49,2.2,,,
,20100409,5,17.2,85,6.5,,,
,20100410,0,19.8,54,1.7,,,
,20100411,0,22.3,53,1.8,,,
,20100412,0,28.4,37,2.4,,,
,20100413,0,28.9,43,2.1,,,
,20100414,0,20.2,73,3.8,,,
,20100415,18,18.8,89,3.7,,,
,20100416,5.2,18.5,88,1.6,,,
,20100417,0,19.1,85,4.4,,,
,20100418,0,19.8,61,1.6,,,
,20100419,11.4,20.2,64,3.6,,,
,20100420,0.6,20.3,54,3.8,,,
,20100421,3.4,20.8,48,1.7,,,
,20100422,1.4,18.2,61,8,,,
,20100423,0,18.1,59,1.6,,,
,20100424,0,19.7,46,2.2,,,
,20100425,0,23.7,32,1.7,,,
,20100426,0,28.9,39,1.5,,,
,20100427,0,21,69,2.2,,,
,20100428,2.4,19.7,80,2.6,,,
,20100429,0.2,19.5,70,2.9,,,
,20100430,0.2,22.5,65,2,,,
,20100501,0,21.2,65,1.7,,,
,20100502,0,20.9,69,2.1,,,
,20100503,0,19.7,76,1.8,,,
,20100504,0,19.3,71,2.4,,,
,20100505,0,24,42,2.8,,,
,20100506,3,27.8,25,8.5,,,
,20100507,0,20.4,37,5.6,,,
,20100508,0,21.9,54,1.2,,,
,20100509,0.2,17.4,73,3.6,,,
,20100510,0,20.7,43,6.1,,,
,20100511,0.2,17.1,65,5.1,,,
,20100512,0,23,40,1.6,,,
,20100513,0,26.4,28,1.5,,,
,20100514,2,21,54,2.9,,,
,20100515,0,20.8,53,2.7,,,
,20100516,0.2,23.9,56,2.4,,,
,20100517,0,31.6,29,1.3,,,
,20100518,0,18.4,75,2,,,
,20100519,0,20.6,72,2,,,
,20100520,0,21.1,70,1.5,,,
,20100521,0,23.2,64,2.6,,,
,20100522,0,22.6,71,1.5,,,
,20100523,0,31.8,19,2.3,,,
,20100524,0,18.9,73,4.1,,,
,20100525,0.2,18,77,3.1,,,
,20100526,0,20.5,70,1.9,,,
,20100527,11,20.6,68,0,,,
,20100528,3,13.4,66,7.1,,,
,20100529,0,17.8,49,2,,,
,20100530,0,18.4,64,1.8,,,
,20100531,0.2,20.2,65,2,,,
,20100601,0,25.6,43,1.2,,,
,20100602,0,24.3,51,1.3,,,
,20100603,0.4,20.2,59,1.5,,,
,20100604,0,19.9,56,4.1,,,
,20100605,0,19.4,66,3,,,
,20100606,0,20.3,68,4.3,,,
,20100607,6.8,19.7,62,1.1,,,
,20100608,10.4,17.3,59,5.6,,,
,20100609,22,13.6,88,1.2,,,
,20100610,0,17.1,63,2.5,,,
,20100611,0.2,18.2,63,1.8,,,
,20100612,0.2,16.9,62,3.1,,,
,20100613,3.6,15.5,73,7.1,,,
,20100614,42.8,10.4,88,8.6,,,
,20100615,3.4,10.3,86,5.1,,,
,20100616,37,15.1,68,6.2,,,
,20100617,0,16.5,68,1.7,,,
,20100618,0,22.4,25,1.4,,,
,20100619,0,25.8,17,4.5,,,
,20100620,0,18.3,63,1.8,,,
,20100621,0,17.5,71,4.5,,,
,20100622,0,17,61,2.9,,,
,20100623,0,22,43,0,,,
,20100624,0,22.2,31,1.8,,,
,20100625,0,22.6,43,1.1,,,
,20100626,7.4,15.8,82,2.5,,,
,20100627,0,18.3,68,3.5,,,
,20100628,0,28.3,18,6.3,,,
,20100629,0.2,19.9,62,3,,,
,20100630,0,17.1,48,5,,,
,20100701,0,20.3,41,3.1,,,
,20100702,0,23.6,46,0,,,
,20100703,0,18.2,75,4.5,,,
,20100704,0,19.4,71,0,,,
,20100705,0,28.6,22,3.1,,,
,20100706,1.2,13.4,66,6.5,,,
,20100707,0,15.1,46,1.4,,,
,20100708,0,19.8,47,0,,,
,20100709,0,20.3,56,2.5,,,
,20100710,26.2,16.2,66,5.7,,,
,20100711,36.4,8.4,86,3,,,
,20100712,0,14.6,55,3.6,,,
,20100713,0,21,31,0,,,
,20100714,0,19.5,33,2.3,,,
,20100715,29.4,9.6,92,7,,,
,20100716,0,18.1,53,4.3,,,
,20100717,0,18.4,50,2.2,,,
,20100718,0,22.3,31,1.3,,,
,20100719,0.2,24.4,47,0,,,
,20100720,0,20.5,56,1.7,,,
,20100721,0,24.3,45,0,,,
,20100722,0,30.6,12,3.8,,,
,20100723,0,16.4,66,3.2,,,
,20100724,0.2,17.6,70,1.4,,,
,20100725,0,16.6,66,1.6,,,
,20100726,0.2,17.3,74,2.1,,,
,20100727,0,15.4,74,2.6,,,
,20100728,0.6,16.2,79,4,,,
,20100729,0,17.6,60,3.1,,,
,20100730,0,19.3,55,1.2,,,
,20100731,0,20.5,67,2,,,
,20100801,0,23.4,58,1.5,,,
,20100802,0,20.5,70,1.8,,,
,20100803,0,19.4,70,1.8,,,
,20100804,0,22.4,68,1.4,,,
,20100805,0,19.4,69,1.1,,,
,20100806,0,26.4,42,2.1,,,
,20100807,0,17.2,72,2.7,,,
,20100808,13.2,14.4,86,6.4,,,
,20100809,15.6,10.6,78,8.5,,,
,20100810,1,14.5,65,2.3,,,
,20100811,0,21.9,35,2.4,,,
,20100812,0,28,25,1.1,,,
,20100813,0,18.2,71,2,,,
,20100814,0,23.3,57,1.1,,,
,20100815,0,18.8,53,6.2,,,
,20100816,0,20.8,53,2.5,,,
,20100817,0,28.3,35,1.4,,,
,20100818,25.8,18.9,51,6.6,,,
,20100819,0,15.2,54,2,,,
,20100820,0,20.3,35,1.5,,,
,20100821,0,19.9,57,1.9,,,
,20100822,8.8,17.9,53,4.9,,,
,20100823,0.2,15.9,57,7,,,
,20100824,0,16.2,60,2.3,,,
,20100825,0,18.7,63,1.4,,,
,20100826,0,19.4,44,8.1,,,
,20100827,0,18.8,49,2,,,
,20100828,0,17.8,60,2,,,
,20100829,0,21.1,54,3.8,,,
,20100830,0,23.2,60,1.4,,,
,20100831,0,19.9,50,1.8,,,
,20100901,0,19,52,2.7,,,
,20100902,0,18.9,62,4.3,,,
,20100903,0,22.1,41,1.9,,,
,20100904,0,23.1,33,3.7,,,
,20100905,2,26.7,47,1.6,,,
,20100906,2.2,14.6,81,3.8,,,
,20100907,0,16.7,67,2.3,,,
,20100908,0,19.6,58,1.4,,,
,20100909,0,18.9,75,4.2,,,
,20100910,1,18.2,67,3.2,,,
,20100911,0,22.5,43,1.5,,,
,20100912,0,19.5,61,2.3,,,
,20100913,0,22.6,61,1.8,,,
,20100914,0,19.5,72,1.9,,,
,20100915,3.4,14.2,87,5.2,,,
,20100916,0,14.7,57,4.5,,,
,20100917,0,19.2,54,3,,,
,20100918,0,18.1,77,1.4,,,
,20100919,0.2,21.7,77,3.6,,,
,20100920,0.6,21.3,59,1.7,,,
,20100921,0.4,18.9,58,2.2,,,
,20100922,0,19.4,62,2.9,,,
,20100923,0.8,19.8,64,3.9,,,
,20100924,0,18.3,56,3,,,
,20100925,0,16,69,1.8,,,
,20100926,2.2,18.6,55,5.2,,,
,20100927,0.2,17.9,51,5.4,,,
,20100928,0,22.9,34,1.9,,,
,20100929,0,22.8,61,2.6,,,
,20100930,0,20.5,64,2.5,,,
,20101001,0,20.7,66,3.1,,,
,20101002,0,19.2,69,2.7,,,
,20101003,0.4,17.6,86,2.6,,,
,20101004,0.8,20.6,62,5,,,
,20101005,0,24.8,56,2.2,,,
,20101006,0,24.7,61,1.9,,,
,20101007,0,20.8,58,1.8,,,
,20101008,0,17.4,70,4.5,,,
,20101009,0,21.3,52,2.6,,,
,20101010,3.8,19.7,51,1.5,,,
,20101011,0.8,14.3,68,8.1,,,
,20101012,0,17.7,51,3,,,
,20101013,26.6,16.1,68,3.1,,,
,20101014,5.8,13.3,88,1.2,,,
,20101015,2.2,17.4,64,3.5,,,
,20101016,0,20.7,49,3,,,
,20101017,0,30.6,26,1.5,,,
,20101018,0,19.4,69,5.5,,,
,20101019,0,21,59,3.4,,,
,20101020,0,27,43,2.4,,,
,20101021,0,16.9,74,2.6,,,
,20101022,12.8,19.6,54,2.8,,,
,20101023,4.6,17.8,67,1.5,,,
,20101024,36,15.8,91,1.3,,,
,20101025,0.2,17.4,60,1.4,,,
,20101026,0,19.1,53,3.1,,,
,20101027,5,18.1,76,2.4,,,
,20101028,1.8,17.8,79,1.7,,,
,20101029,0,21.3,69,2.3,,,
,20101030,0,18.9,75,1.7,,,
,20101031,0,20.1,74,1.4,,,
,20101101,0,25.2,60,3.3,,,
,20101102,0,22.8,73,3.7,,,
,20101103,1.4,20.7,82,2.4,,,
,20101104,2.6,17.8,79,3.9,,,
,20101105,0.2,15.7,79,0,,,
,20101106,0,20,56,3.3,,,
,20101107,0,23.7,59,2.3,,,
,20101108,2.4,19.5,74,3.7,,,
,20101109,0.4,20.4,65,2.7,,,
,20101110,0,24.7,45,3.8,,,
,20101111,0.4,18,77,5.2,,,
,20101112,0.2,18.8,68,6.5,,,
,20101113,0,21.9,58,6.8,,,
,20101114,0,22.1,57,3.1,,,
,20101115,1,24.5,54,1.7,,,
,20101116,4.4,21.3,72,2.6,,,
,20101117,0,21.6,55,4.6,,,
,20101118,0,26,47,1.8,,,
,20101119,0,19.6,78,1.9,,,
,20101120,0,21.7,64,1.9,,,
,20101121,4.2,20.5,72,3.4,,,
,20101122,0.4,17,72,2.3,,,
,20101123,0.2,20.5,57,3.4,,,
,20101124,0,20.3,62,3.4,,,
,20101125,0,24.8,55,2.8,,,
,20101126,0,24.7,69,2.1,,,
,20101127,2.8,26.4,66,3.8,,,
,20101128,10,18.1,75,5.1,,,
,20101129,0.2,21,60,1.6,,,
,20101130,0,22.3,63,2.5,,,
,20101201,0.2,20.9,65,3.6,,,
,20101202,4.4,22.8,68,2.7,,,
,20101203,0.2,23.4,63,8.6,,,
,20101204,1.8,20.7,76,4.4,,,
,20101205,0,20.8,58,6,,,
,20101206,0,20.8,51,1.9,,,
,20101207,0,23.4,43,3.3,,,
,20101208,0,26.7,39,2.9,,,
,20101209,0,25,62,2.3,,,
,20101210,0.8,23.9,74,2,,,
,20101211,0,18.1,85,2.9,,,
,20101212,0,22.6,53,4.4,,,
,20101213,0.8,23.5,65,2.4,,,
,20101214,0,23.7,61,3.4,,,
,20101215,12,20.9,70,4.2,,,
,20101216,31.8,16.8,86,2.3,,,
,20101217,0.2,22.5,72,2.6,,,
,20101218,0,25.6,66,2.2,,,
,20101219,9.8,22,91,1.2,,,
,20101220,0,23.8,69,4.7,,,
,20101221,0,25.5,69,2.7,,,
,20101222,20.8,22.3,82,1.8,,,
,20101223,1.4,24.2,66,4.6,,,
,20101224,0.8,23.2,64,3.5,,,
,20101225,0,23.7,65,2.7,,,
,20101226,0,26.4,56,2.1,,,
,20101227,0.2,25.2,64,2,,,
,20101228,0.2,22.7,72,2.3,,,
,20101229,3.6,19.7,87,3.2,,,
,20101230,0.2,20.3,69,3.6,,,
,20101231,0,24,65,3.5,,,
,20110101,1.8,25.9,66,2.2,,,
,20110102,0.0,23.6,76,3.7,,,
,20110103,1.6,24,65,3.6,,,
,20110104,0.0,29.9,49,3.8,,,
,20110105,0.0,30.3,54,2.2,,,
,20110106,0.0,31.6,42,2.9,,,
,20110107,0.0,31.3,43,2,,,
,20110108,0.0,25.3,67,3.5,,,
,20110109,0.8,26.5,62,3.6,,,
,20110110,0.0,21.6,67,3.9,,,
,20110111,0.0,23,64,2.8,,,
,20110112,0.0,26.2,56,2.3,,,
,20110113,5.6,24.5,71,3.5,,,
,20110114,4.4,22.4,81,2.2,,,
,20110115,0.0,25.8,60,2.5,,,
,20110116,0.0,24.1,61,4.2,,,
,20110117,0.0,24.4,57,2.9,,,
,20110118,0.0,26.1,60,2.4,,,
,20110119,0.0,25.2,64,3,,,
,20110120,0.0,21.2,69,1.7,,,
,20110121,0.0,28.1,49,2.2,,,
,20110122,3.8,20.4,84,4.6,,,
,20110123,0.0,21.1,70,2.7,,,
,20110124,0.0,27.8,56,3.2,,,
,20110125,0.0,28.3,54,4,,,
,20110126,0.2,24.8,62,4.5,,,
,20110127,0.0,23.2,57,3.3,,,
,20110128,0.0,23.4,60,2.5,,,
,20110129,0.0,26.4,54,2.1,,,
,20110130,0.0,26.1,67,2.6,,,
,20110131,0.0,24.2,67,1.9,,,
,20110201,0.0,26.9,68,2.6,,,
,20110202,0.0,27.6,66,4,,,
,20110203,1.6,28.5,54,3.9,,,
,20110204,0.0,35.6,34,2,,,
,20110205,6.8,21.7,83,1.8,,,
,20110206,0.2,24,67,1.8,,,
,20110207,0.2,25.3,59,2.6,,,
,20110208,6.4,21.6,91,1.7,,,
,20110209,0.0,26.3,61,3.2,,,
,20110210,2.4,28.4,60,3.1,,,
,20110211,0.0,25.5,67,3.3,,,
,20110212,0.0,24.8,58,2.8,,,
,20110213,5.0,22.1,80,3.3,,,
,20110214,0.8,31.4,59,2.3,,,
,20110215,1.8,33.3,46,2.6,,,
,20110216,6.8,26.5,69,3.5,,,
,20110217,0.6,23.4,85,2.9,,,
