KNYSNA  - station [0014123 3]   -34.0590 23.0910 54 m ,yyyymmdd,Rainfall (mm) (24 hours),Temp (§ C),Rel Humidity (%),Wind Speed (m/s) ,,,
,20070508,0,24,54,2.5,,,
,20070509,0,25.9,43,2.1,,,
,20070510,0.8,20.9,47,2.8,,,
,20070511,0,24.7,26,2.1,,,
,20070512,0,21.1,70,1.9,,,
,20070513,0,26.1,57,0,,,
,20070514,0.4,24.8,50,3,,,
,20070515,0,19,64,4.9,,,
,20070516,0,21.6,51,1.4,,,
,20070517,0,18.7,75,2.8,,,
,20070518,0,23.7,58,1.7,,,
,20070519,10.8,26.5,31,3.6,,,
,20070520,42,11.7,85,5.6,,,
,20070521,57.2,8,94,4.6,,,
,20070522,23.4,11.3,90,2.3,,,
,20070523,0.2,17.3,54,2.4,,,
,20070524,0,18.1,50,4.8,,,
,20070525,0.2,18.9,61,3.9,,,
,20070526,0,18.2,70,3.7,,,
,20070527,0,19.9,65,2,,,
,20070528,0,22,68,0,,,
,20070529,0,20,62,0,,,
,20070530,0,19.8,61,4.4,,,
,20070531,0,19.9,67,2.4,,,
,20070601,0,21.1,66,0,,,
,20070602,0,29.7,28,0,,,
,20070603,0,28.7,29,3.9,,,
,20070604,0,23.5,46,4.5,,,
,20070605,0,18.4,47,0,,,
,20070606,0,20.3,36,1.3,,,
,20070607,0,18.7,62,1.2,,,
,20070608,0,21.1,45,2.5,,,
,20070609,0,21.8,41,2.7,,,
,20070610,0,21.9,38,5.2,,,
,20070611,3.8,20.3,45,4.6,,,
,20070612,2.4,16.7,61,4.6,,,
,20070613,0,16.6,57,1.4,,,
,20070614,0,16.3,61,4.4,,,
,20070615,0,22.5,37,5,,,
,20070616,0,20.8,52,1.3,,,
,20070617,0,29.4,12,5,,,
,20070618,0,14.5,60,5.3,,,
,20070619,0,19.5,44,2.2,,,
,20070620,0,19.7,56,1.7,,,
,20070621,0,28.2,29,0,,,
,20070622,0,29.7,19,4.1,,,
,20070623,0,31.2,17,3.7,,,
,20070624,0,21.3,34,1.3,,,
,20070625,0,30.8,16,5.7,,,
,20070626,11.8,14.9,58,5.6,,,
,20070627,0.2,16.4,70,3.7,,,
,20070628,0,18,48,0,,,
,20070629,0,22.3,29,1.4,,,
,20070630,18.4,16.9,71,4.6,,,
,20070701,5.2,15.4,61,0,,,
,20070702,0,16.1,62,1.7,,,
,20070703,0,18.6,50,1.3,,,
,20070704,0,25.4,41,0,,,
,20070705,0,24.7,20,1.3,,,
,20070706,1,19.3,53,3.6,,,
,20070707,0.6,15.9,69,4.3,,,
,20070708,0,18.5,48,5.9,,,
,20070709,0,19.2,48,3.1,,,
,20070710,0,19.8,59,1.6,,,
,20070711,1.6,19.2,62,1.3,,,
,20070712,0,16.7,46,9.3,,,
,20070713,0,19.8,39,2.1,,,
,20070714,0,18.8,50,1.7,,,
,20070715,0,21.2,59,1.1,,,
,20070716,0,18.4,78,1.3,,,
,20070717,0,19.4,67,1.9,,,
,20070718,0,21.3,62,1.6,,,
,20070719,0,18.3,68,1.3,,,
,20070720,13.6,18.3,67,2.7,,,
,20070721,0,14.7,75,1.3,,,
,20070722,0,19,65,1.5,,,
,20070723,0,21.1,50,3.2,,,
,20070724,13.2,17.8,65,2.5,,,
,20070725,1.8,13.2,72,6.3,,,
,20070726,4.6,16.1,54,1.2,,,
,20070727,5,9.8,85,7.7,,,
,20070728,0,16,37,5.3,,,
,20070729,0,18.9,47,7.4,,,
,20070730,0,18.6,46,3.8,,,
,20070731,0,21.7,43,1.9,,,
,20070801,0,22.6,44,1.7,,,
,20070802,0,18.9,55,1.6,,,
,20070803,10.2,15.2,70,8.8,,,
,20070804,0.2,14.8,64,2.9,,,
,20070805,0,22.1,35,2.6,,,
,20070806,3.4,20.4,46,2.6,,,
,20070807,0,15.5,52,4.9,,,
,20070808,0,20.7,34,2.3,,,
,20070809,0,28.1,24,1.3,,,
,20070810,0,20.6,40,3.4,,,
,20070811,1.6,19.2,41,5.6,,,
,20070812,0,16.8,51,1.3,,,
,20070813,0,17.8,63,3.5,,,
,20070814,5.4,18.7,58,1.9,,,
,20070815,50.4,14.2,75,7.4,,,
,20070816,11.6,16.5,70,3.8,,,
,20070817,0,17.4,57,2,,,
,20070818,0,26.7,29,0,,,
,20070819,0,18.6,74,4.7,,,
,20070820,0,18.6,69,2,,,
,20070821,0,16,79,5.2,,,
,20070822,3.2,14.5,84,2,,,
,20070823,4.8,12.8,89,4.3,,,
,20070824,0,15.6,70,4.8,,,
,20070825,0,18.3,55,2,,,
,20070826,4.8,21,46,1.9,,,
,20070827,0,18,60,7.6,,,
,20070828,0,19.6,48,1.5,,,
,20070829,0,19.2,71,1.5,,,
,20070830,0,18.9,73,1.8,,,
,20070831,0,21.9,39,1.6,,,
,20070901,2.6,22.9,41,2.1,,,
,20070902,2.2,17.1,68,1.7,,,
,20070903,2.2,20.3,63,1.7,,,
,20070904,0.2,16,76,3.3,,,
,20070905,2.2,20.1,49,3.9,,,
,20070906,0,18,58,4.2,,,
,20070907,0,19.3,59,2.1,,,
,20070908,0,18,60,3.2,,,
,20070909,0,19.3,62,1.8,,,
,20070910,0,19.4,57,1.4,,,
,20070911,0.2,28.3,27,3.7,,,
,20070912,4.4,18.2,67,2.7,,,
,20070913,0,16.6,55,5.2,,,
,20070914,0,17.6,56,2.2,,,
,20070915,2.6,19.6,70,3.2,,,
,20070916,0,19.8,47,2.3,,,
,20070917,0,19.5,61,1.5,,,
,20070918,0,23.9,58,1.8,,,
,20070919,0,26.3,43,1.6,,,
,20070920,0,24.5,32,1.6,,,
,20070921,3.6,20,71,2.8,,,
,20070922,7,19,65,2.6,,,
,20070923,19.6,14.3,73,4.7,,,
,20070924,0.6,17.9,59,2,,,
,20070925,0,20.7,47,4,,,
,20070926,0,23.1,61,2.4,,,
,20070927,0,19.6,77,4.6,,,
,20070928,9.6,21.5,69,2.1,,,
,20070929,3.8,16.8,75,1.2,,,
,20070930,0,19,54,1.9,,,
,20071001,1.6,20.3,75,1.8,,,
,20071002,2.8,22.6,72,2.1,,,
,20071003,2.4,15,79,7,,,
,20071004,0,18.1,60,2.7,,,
,20071005,0,19.4,56,2,,,
,20071006,21.2,18.5,67,2.4,,,
,20071007,73.6,10.2,90,4.2,,,
,20071008,0,15.1,53,2.9,,,
,20071009,2.4,15,90,3.4,,,
,20071010,4.6,16.8,83,2,,,
,20071011,0,23.2,56,2,,,
,20071012,0,21.9,69,2,,,
,20071013,0,25,58,3.3,,,
,20071014,5.2,19.9,64,3.9,,,
,20071015,0,20.2,51,2.3,,,
,20071016,0,24.5,56,2.3,,,
,20071017,6.6,19.7,76,3.3,,,
,20071018,0,19.6,61,2.5,,,
,20071019,0,21.6,57,3.5,,,
,20071020,0,25.6,47,3.5,,,
,20071021,0,21.4,74,6.1,,,
,20071022,0,22.5,48,3.4,,,
,20071023,13.4,17.1,89,8,,,
,20071024,1.4,18.2,57,3.4,,,
,20071025,0,18.8,52,4,,,
,20071026,0,29.8,32,3.7,,,
,20071027,0,19.1,73,3.8,,,
,20071028,5.8,21.8,68,3.2,,,
,20071029,0.2,22.9,74,3.7,,,
,20071030,0,23.5,51,4,,,
,20071031,0,22.8,66,2,,,
,20071101,0,23.5,76,2.5,,,
,20071102,0,19.5,85,3.4,,,
,20071103,0,22.4,55,1.1,,,
,20071104,0,22.5,42,1.4,,,
,20071105,0,18.7,69,6.3,,,
,20071106,0,20.7,48,4.2,,,
,20071107,0,23.3,38,0,,,
,20071108,0.2,21.2,41,2.6,,,
,20071109,3.6,21.9,48,3.4,,,
,20071110,0,20.4,54,4,,,
,20071111,5.8,22.6,46,2.3,,,
,20071112,0,20.1,49,2.9,,,
,20071113,0,27.2,24,2.7,,,
,20071114,16.2,22.9,64,4.1,,,
,20071115,5,18.1,73,3.4,,,
,20071116,0,21.5,58,2.2,,,
,20071117,0,21.4,60,2.3,,,
,20071118,0.4,22.5,69,1.6,,,
,20071119,2.6,20.1,78,2.2,,,
,20071120,0,23.3,63,2.5,,,
,20071121,112.4,17.4,89,2.8,,,
,20071122,205,16.8,92,2.1,,,
,20071123,50.6,16.2,91,0,,,
,20071124,0.2,20.5,55,1.6,,,
,20071125,0,24.3,64,2.4,,,
,20071126,48,16.8,92,4.6,,,
,20071127,5.6,17.6,70,1.4,,,
,20071128,0,21.7,57,2.2,,,
,20071129,0,23,69,2.3,,,
,20071130,9.8,23.5,80,1.9,,,
,20071201,0,21.8,73,1.8,,,
,20071202,17.2,24.6,66,2.4,,,
,20071203,6,15.1,89,2.2,,,
,20071204,0,21.5,66,2.1,,,
,20071205,14.8,21.6,56,2.5,,,
,20071206,0,20.9,57,3.5,,,
,20071207,0,21,75,4,,,
,20071208,0,24,66,2.9,,,
,20071209,0,25.1,58,1.5,,,
,20071210,0,24,68,3.4,,,
,20071211,0,22.1,71,1.4,,,
,20071212,0.2,24,75,2.4,,,
,20071213,0,23.4,61,4.1,,,
,20071214,0,23.1,64,1.9,,,
,20071215,0,25.1,57,3.8,,,
,20071216,5.6,19.5,90,4.1,,,
,20071217,5.2,21.8,73,3.9,,,
,20071218,0,21.5,56,2.3,,,
,20071219,0,24.9,53,5,,,
,20071220,0,25,67,2,,,
,20071221,0,26.1,63,1.8,,,
,20071222,0,30.8,51,2.3,,,
,20071223,24.8,23.7,72,5.4,,,
,20071224,16.4,19.4,91,2.5,,,
,20071225,26.2,20.9,92,2.9,,,
,20071226,0.4,22.8,73,3.3,,,
,20071227,0,26.6,42,1.5,,,
,20071228,0,23.7,70,2.3,,,
,20071229,0,30.4,50,2.6,,,
,20071230,0,26.6,75,3.5,,,
,20071231,0,26.1,74,2.8,,,
,20080101,0,23.4,70,1.5,,,
,20080102,57.2,24.7,67,3.1,,,
,20080103,8.2,17,91,2.1,,,
,20080104,1.2,20.5,82,2,,,
,20080105,0,28,54,2.4,,,
,20080106,0,22.8,70,5.3,,,
,20080107,5.6,21.5,74,6.6,,,
,20080108,0.2,21.7,51,2.1,,,
,20080109,0,22.1,51,2.8,,,
,20080110,0,27.1,49,2.2,,,
,20080111,0,25,71,3.2,,,
,20080112,0,24.2,72,1.4,,,
,20080113,0.2,22,83,1.8,,,
,20080114,0,22.5,82,3.7,,,
,20080115,0,21.8,79,0,,,
,20080116,0,22.9,68,3.3,,,
,20080117,0,22.5,57,2.2,,,
,20080118,0,24.5,63,1.5,,,
,20080119,0,24.7,65,2.8,,,
,20080120,0,23.2,73,1.2,,,
,20080121,0,26,66,2.6,,,
,20080122,0,25.7,70,3.1,,,
,20080123,2.4,25.8,54,3.2,,,
,20080124,0,24.6,59,3.8,,,
,20080125,0,29.7,41,1.8,,,
,20080126,0,29.2,60,2.8,,,
,20080127,2.8,22.5,85,3,,,
,20080128,0,23.5,71,1.5,,,
,20080129,0,24.5,65,2.3,,,
,20080130,0,25.8,62,1.8,,,
,20080131,0,26.7,63,3,,,
,20080201,0,26.2,56,2.2,,,
,20080202,0,27.2,49,2.5,,,
,20080203,0,25.9,56,5.9,,,
,20080204,0,22.7,52,2.2,,,
,20080205,0,24.5,55,2.1,,,
,20080206,0,25.2,55,1.8,,,
,20080207,1,21.2,89,2.5,,,
,20080208,0,25.8,58,3.5,,,
,20080209,0,25.7,65,4.4,,,
,20080210,25.2,27.5,67,1.8,,,
,20080211,21.4,21.4,86,5.2,,,
,20080212,0,23.3,69,2.1,,,
,20080213,0,27.8,44,2.3,,,
,20080214,0,28.8,45,1.8,,,
,20080215,0,25.5,52,2.5,,,
,20080216,0,23.2,64,1.9,,,
,20080217,0,24.6,66,2.2,,,
,20080218,0,21.9,84,2.2,,,
,20080219,0,24.1,58,2.5,,,
,20080220,0,27,62,2,,,
,20080221,0,27.9,67,3.7,,,
,20080222,0,27.1,68,1.6,,,
,20080223,0,25.5,69,1.9,,,
,20080224,12.8,28,65,3,,,
,20080225,0,22.2,80,2.8,,,
,20080226,0,24.1,64,1.8,,,
,20080227,0,25.8,58,4.8,,,
,20080228,0,23.7,71,1.8,,,
,20080229,0,24.4,62,1.7,,,
,20080301,0,28.2,56,2.3,,,
,20080302,0,24.8,56,2.5,,,
,20080303,0,27,63,1.9,,,
,20080304,5.2,25.3,64,2.4,,,
,20080305,0,24.3,67,4.7,,,
,20080306,0,35.2,36,2.3,,,
,20080307,3,26.2,64,2.8,,,
,20080308,0.6,22.9,84,2,,,
,20080309,0,31.6,45,1.7,,,
,20080310,0,23.8,69,2.5,,,
,20080311,17.6,19.2,84,2.7,,,
,20080312,1,22.5,68,9.1,,,
,20080313,0,21.6,67,1.6,,,
,20080314,2,23.5,61,3.6,,,
,20080315,15.8,17.4,85,0,,,
,20080316,0,19.7,53,2.3,,,
,20080317,0,23.6,37,1.9,,,
,20080318,0,31.5,43,1.6,,,
,20080319,21,26.3,50,3.7,,,
,20080320,1.8,18.8,71,2.2,,,
,20080321,0,23.3,55,3,,,
,20080322,0,23.6,70,3,,,
,20080323,0,25.2,61,4,,,
,20080324,0.4,23.8,76,3.5,,,
,20080325,0,22.5,71,1.9,,,
,20080326,0,21.7,76,1.9,,,
,20080327,0,22.9,71,1.9,,,
,20080328,0,22.1,70,2.5,,,
,20080329,0,24.9,61,3.3,,,
,20080330,0,26.4,58,1.7,,,
,20080331,0,21.4,79,4.1,,,
,20080401,0,27.1,49,3,,,
,20080402,0,30.5,33,3.3,,,
,20080403,0,25.3,58,1.2,,,
,20080404,0,19.3,86,3.1,,,
,20080405,0.2,18.1,75,0,,,
,20080406,0.8,14.4,83,9.1,,,
,20080407,0,19.5,49,4.4,,,
,20080408,0,20.9,57,1.7,,,
,20080409,0,19.9,71,2,,,
,20080410,0,17.7,80,2.2,,,
,20080411,0,24.7,62,1.9,,,
,20080412,0,24.3,72,2.1,,,
,20080413,0.2,23.5,65,2.8,,,
,20080414,0,24.8,45,1.5,,,
,20080415,0,20.6,75,3.5,,,
,20080416,0,22.8,44,3,,,
,20080417,0,22.2,60,3.6,,,
,20080418,0,22.2,60,2.7,,,
,20080419,21.2,14.3,94,4.7,,,
,20080420,7,18.6,71,1.6,,,
,20080421,0,19.8,51,2.1,,,
,20080422,0,22.3,42,2.1,,,
,20080423,0,24,50,1.5,,,
,20080424,0,33.1,15,1.3,,,
,20080425,0,23.1,55,4.1,,,
,20080426,0,20.9,65,4.5,,,
,20080427,0,19.9,67,2,,,
,20080428,0,20.2,61,1.7,,,
,20080429,0,21.7,52,1.7,,,
,20080430,0.2,21,71,2,,,
,20080501,0,19.2,64,2.3,,,
,20080502,0,18.5,60,4.6,,,
,20080503,0,16.6,78,2.5,,,
,20080504,0.4,18.9,60,3.8,,,
,20080505,0,18.5,67,3.2,,,
,20080506,0,23.8,33,3,,,
,20080507,0,19.9,59,1.8,,,
,20080508,0,18.9,65,1.8,,,
,20080509,0,18.7,59,1.5,,,
,20080510,0,24.2,31,2.2,,,
,20080511,0,19,68,3.8,,,
,20080512,4.6,20.6,58,4.6,,,
,20080513,0,17.4,76,4.4,,,
,20080514,0,25.7,37,2.9,,,
,20080515,0,20.1,63,2.7,,,
,20080516,0,19.5,60,2.7,,,
,20080517,0,19.9,66,3.1,,,
,20080518,0,26.8,34,3.3,,,
,20080519,0,27.8,28,5.7,,,
,20080520,0.2,22.4,54,2.6,,,
,20080521,0,21.3,52,2,,,
,20080522,0,19.2,52,2.1,,,
,20080523,0,19.6,68,3.1,,,
,20080524,0,22.1,47,1.3,,,
,20080525,0,18.8,66,1.6,,,
,20080526,0,21.5,66,2,,,
,20080527,0,24.3,36,1.9,,,
,20080528,0,23.4,31,2,,,
,20080529,0,20,70,1.7,,,
,20080530,1.8,18.8,59,2.4,,,
,20080531,4.8,15.2,88,3,,,
,20080601,0,18.3,58,2.6,,,
,20080602,0,22.8,51,1.9,,,
,20080603,0,20.9,33,4.6,,,
,20080604,0,18.9,59,6,,,
,20080605,0,20,57,1.6,,,
,20080606,3.6,22.3,41,1.5,,,
,20080607,38.2,13.5,85,2.7,,,
,20080608,0,16,66,0,,,
,20080609,0,17.3,46,3.9,,,
,20080610,0,20.7,47,2.5,,,
,20080611,3.2,19.4,49,4.3,,,
,20080612,0,20.9,29,1.9,,,
,20080613,0,20.4,34,1.4,,,
,20080614,0,20.7,41,0,,,
,20080615,0,24,31,1.3,,,
,20080616,4.4,17.5,72,1.1,,,
,20080617,0,16.8,74,3.7,,,
,20080618,0.8,18.4,66,2.9,,,
,20080619,0,21.8,37,2.9,,,
,20080620,20.4,21,45,2.3,,,
,20080621,0,17.4,74,4.1,,,
,20080622,0,19.1,69,2.1,,,
,20080623,0,17.2,76,2.2,,,
,20080624,0,17.5,61,1.5,,,
,20080625,0,22.7,48,1.2,,,
,20080626,0,16.9,75,3.9,,,
,20080627,8.6,13.2,93,1.4,,,
,20080628,3,14.3,66,6.2,,,
,20080629,0,15.8,65,1.6,,,
,20080630,0,15.2,63,2.1,,,
,20080701,0,16.1,51,2.2,,,
,20080702,0,18.4,51,4.2,,,
,20080703,0,21.9,51,1.4,,,
,20080704,0,20.2,46,2.1,,,
,20080705,0,19.2,42,2.2,,,
,20080706,14,20,39,5.9,,,
,20080707,1.2,15.6,62,0,,,
,20080708,5.2,11.8,82,1.6,,,
,20080709,1.6,14.1,50,7.9,,,
,20080710,0.2,14.1,62,4.4,,,
,20080711,2.2,15.5,52,3.8,,,
,20080712,0,12.7,79,3.2,,,
,20080713,0,17.7,47,1.9,,,
,20080714,0,19.5,40,2.9,,,
,20080715,1.4,20.1,38,1.8,,,
,20080716,0,16,47,4.4,,,
,20080717,0,18.6,41,3,,,
,20080718,0,25.1,52,0,,,
,20080719,0,17.5,69,1.6,,,
,20080720,0,20.5,57,1.3,,,
,20080721,0,21.5,50,0,,,
,20080722,0,22.6,36,1.4,,,
,20080723,0,22.1,62,2.5,,,
,20080724,0,17.6,72,2.7,,,
,20080725,0,16.6,69,2.5,,,
,20080726,0,18,58,2,,,
,20080727,1.8,17.1,58,2.7,,,
,20080728,0,16.6,47,2.4,,,
,20080729,0,23.6,44,1.2,,,
,20080730,0,20.6,34,1.3,,,
,20080731,0,21.1,40,2.4,,,
,20080801,0,18,56,2.7,,,
,20080802,0,14.9,62,4.2,,,
,20080803,0,16.3,65,2.2,,,
,20080804,0,20.8,39,3.9,,,
,20080805,0,18.4,69,2,,,
,20080806,0,17.9,70,2,,,
,20080807,0,19.4,48,5.6,,,
,20080808,0,17.2,66,3,,,
,20080809,0,17.3,58,5.9,,,
,20080810,0,17.7,56,1.9,,,
,20080811,0,25,24,1.4,,,
,20080812,0,31.8,11,5.8,,,
,20080813,0,17.7,62,3.4,,,
,20080814,7,17.1,71,1.4,,,
,20080815,58.6,13.7,83,3.6,,,
,20080816,0,16.6,54,1.5,,,
,20080817,0,18.7,43,2.7,,,
,20080818,0,20.3,50,2.4,,,
,20080819,0,20.8,67,2.8,,,
,20080820,0,25.4,54,1.4,,,
,20080821,9.2,18,84,0,,,
,20080822,0,20.6,40,1.6,,,
,20080823,0.2,19.6,54,2.2,,,
,20080824,4.6,14.2,75,2.7,,,
,20080825,0,12.7,67,3.7,,,
,20080826,0,17.5,43,5.7,,,
,20080827,0,19,51,2,,,
,20080828,0,19.6,46,3.5,,,
,20080829,0,19.7,37,1.7,,,
,20080830,7.8,22.5,28,7.8,,,
,20080831,1.6,11.7,39,13.3,,,
,20080901,0,17.3,38,4.4,,,
,20080902,0,17.1,48,2.1,,,
,20080903,0,16.9,47,3.6,,,
,20080904,0,20.1,55,2.2,,,
,20080905,0,18.2,48,5.4,,,
,20080906,0,22.4,43,1.2,,,
,20080907,0,18.8,62,1.8,,,
,20080908,2,15.5,77,3.7,,,
,20080909,11.6,17.8,64,2.7,,,
,20080910,0,15.7,51,4.7,,,
,20080911,0.2,16.2,48,3.9,,,
,20080912,0,21,35,3.5,,,
,20080913,0,33,12,1.6,,,
,20080914,0,19.5,60,2.8,,,
,20080915,1.8,18.7,44,5.5,,,
,20080916,16,18.5,30,7.7,,,
,20080917,0,16.2,54,2.2,,,
,20080918,39.2,17.9,57,2.2,,,
,20080919,0.6,13.4,63,4.2,,,
,20080920,0.8,14.7,55,1.9,,,
,20080921,0,22.3,36,1.6,,,
,20080922,0,26.6,17,2.2,,,
,20080923,2,18.2,63,3.1,,,
,20080924,3.8,17.1,60,4.3,,,
,20080925,0,16,58,2.7,,,
,20080926,6.6,11.1,78,5.9,,,
,20080927,0,14.8,55,4,,,
,20080928,0,23.2,38,1.5,,,
,20080929,0,17.9,63,1.2,,,
,20080930,0,18.5,60,3.1,,,
,20081001,0,20.3,49,1.5,,,
,20081002,8.4,11.9,91,5,,,
,20081003,0,15.9,50,2.8,,,
,20081004,0,17.1,48,2.7,,,
,20081005,0,18.6,63,2.6,,,
,20081006,0,22,53,3.8,,,
,20081007,74.8,18.5,80,4.6,,,
,20081008,4.2,19.1,85,2.1,,,
,20081009,1.4,18.3,63,6.4,,,
,20081010,0,18.9,61,1.7,,,
,20081011,0,18.7,71,1.9,,,
,20081012,0,19.1,71,1.4,,,
,20081013,1.8,18.8,74,2.7,,,
,20081014,4.4,16.4,83,1.7,,,
,20081015,1.8,20,64,3.2,,,
,20081016,6.4,18.9,78,2.4,,,
,20081017,0,20.3,64,2.8,,,
,20081018,0,23.2,48,2,,,
,20081019,0,26.7,58,1.7,,,
,20081020,0,17.8,74,2.3,,,
,20081021,2.6,16.2,78,3.4,,,
,20081022,0,18.5,54,4.1,,,
,20081023,0,20,46,1.9,,,
,20081024,0.8,16.8,57,3.3,,,
,20081025,0,19.7,56,3.9,,,
,20081026,0,24.3,48,1.8,,,
,20081027,0,22.4,63,2.7,,,
,20081028,0,21,64,3.4,,,
,20081029,0,21.5,65,4.2,,,
,20081030,0,20.2,54,3.5,,,
,20081031,0,20.4,62,2.8,,,
,20081101,0,21.7,66,2.2,,,
,20081102,0.4,17.6,67,3.1,,,
,20081103,0.4,19.4,60,6.3,,,
,20081104,0,20.1,61,2.7,,,
,20081105,0,27.2,49,1.8,,,
,20081106,8.8,22.6,67,3.6,,,
,20081107,0,19.9,55,5.5,,,
,20081108,0,19.3,56,2.7,,,
,20081109,0,23.4,45,2.8,,,
,20081110,1.6,22,61,3.5,,,
,20081111,10.6,17.9,82,2.3,,,
,20081112,13.2,15.3,86,3.3,,,
,20081113,34.2,17,91,1.6,,,
,20081114,13,16.5,95,1.6,,,
,20081115,0,21.5,67,2.1,,,
,20081116,0,20.9,66,2,,,
,20081117,0,19.6,62,3.9,,,
,20081118,0,16.4,70,2.4,,,
,20081119,0,22.5,57,2.6,,,
,20081120,0,22.1,74,4.1,,,
,20081121,0,28.3,57,1.5,,,
,20081122,4.2,18.6,92,2.7,,,
,20081123,0,22,62,1.7,,,
,20081124,0,21.7,69,2.1,,,
,20081125,0,23.5,55,2.1,,,
,20081126,0,25.6,55,4.4,,,
,20081127,0,22,71,3.4,,,
,20081128,0,21.7,61,2.7,,,
,20081129,24.6,18.5,82,1.8,,,
,20081130,0,19.3,56,2.1,,,
,20081201,0,24.9,44,2.5,,,
,20081202,0,23.7,77,1.7,,,
,20081203,0,20.7,75,2.1,,,
,20081204,0,22.5,66,1.8,,,
,20081205,0,22.5,66,2.4,,,
,20081206,0,27.5,48,2.3,,,
,20081207,0,28.3,59,2.4,,,
,20081208,0,25,64,2.8,,,
,20081209,0,22.9,74,1.8,,,
,20081210,0,24.3,61,2.4,,,
,20081211,0,21.6,80,1.2,,,
,20081212,0,25.5,50,2.5,,,
,20081213,0,24.5,50,2,,,
,20081214,0,21.7,65,2.1,,,
,20081215,0,24.7,58,2.6,,,
,20081216,0,28.8,43,2.2,,,
,20081217,0,25.5,60,2.1,,,
,20081218,0,26.4,61,3.6,,,
,20081219,0,23.6,80,1.4,,,
,20081220,2,26.2,60,2.1,,,
,20081221,0,24.1,68,1.8,,,
,20081222,7.8,28.1,46,4.1,,,
,20081223,51.8,22.1,51,4.2,,,
,20081224,4.4,18.7,56,4,,,
,20081225,0,20.2,53,3.2,,,
,20081226,0,21.1,57,1.9,,,
,20081227,0,22.1,68,4.8,,,
,20081228,7.2,23.9,64,3,,,
,20081229,0,20.2,73,4,,,
,20081230,0,20.2,65,4,,,
,20081231,0,20.8,64,2.8,,,
,20090101,0,20.4,76,2.8,,,
,20090102,0.4,25.5,60,2.2,,,
,20090103,1,23.6,65,4.8,,,
,20090104,0,23.4,61,2.6,,,
,20090105,0,23.8,61,5.2,,,
,20090106,0,22.2,80,2.7,,,
,20090107,0,28.3,58,3.7,,,
,20090108,0,25.8,49,2.1,,,
,20090109,0,25.8,48,3,,,
,20090110,0,24.7,55,2.5,,,
,20090111,0,24.7,58,3,,,
,20090112,0,25.7,62,1.9,,,
,20090113,0,29.7,47,1.8,,,
,20090114,1.4,22.3,66,3,,,
,20090115,0,24.4,56,2.4,,,
,20090116,1,23.2,63,2.7,,,
,20090117,0.2,21.5,62,2.9,,,
,20090118,0.2,24.1,59,2.5,,,
,20090119,0,23.1,52,2.7,,,
,20090120,0,23.9,48,3.5,,,
,20090121,0,25.2,61,4.5,,,
,20090122,0,21.4,69,7.4,,,
,20090123,0,24,56,2.2,,,
,20090124,0,24.7,37,2.3,,,
,20090125,0,25.8,44,2.6,,,
,20090126,0.2,25.7,66,2.8,,,
,20090127,0,20.8,68,4.4,,,
,20090128,0,22.8,57,3.2,,,
,20090129,0,27.1,43,2,,,
,20090130,0,23.9,65,2.9,,,
,20090131,0,24,58,2.1,,,
,20090201,0,25.7,57,2.1,,,
,20090202,0.2,27,53,2.4,,,
,20090203,0,23.2,55,6.2,,,
,20090204,0,23.1,47,2.1,,,
,20090205,0,24.7,58,3.1,,,
,20090206,0,27.1,56,3.8,,,
,20090207,2.8,28,57,2,,,
,20090208,0,33.1,35,1.6,,,
,20090209,0,27.2,53,3.5,,,
,20090210,26.6,23.3,68,1.7,,,
,20090211,0.6,20.5,71,3.2,,,
,20090212,0,28.5,45,2.9,,,
,20090213,4,21.3,79,4.3,,,
,20090214,9.4,19.2,78,2.8,,,
,20090215,0,22.4,54,1.8,,,
,20090216,0,23,62,2.6,,,
,20090217,0,27.9,45,2.8,,,
,20090218,0,26,50,3,,,
,20090219,0,21.5,71,3,,,
,20090220,0,23.8,63,2.2,,,
,20090221,1.8,23.3,67,4.4,,,
,20090222,0.8,20.6,62,2,,,
,20090223,0,24.9,45,3,,,
,20090224,5,24,73,0,,,
,20090225,0,29.3,53,2.2,,,
,20090226,0,24.3,71,2.4,,,
,20090227,0.8,25.1,65,2,,,
,20090228,4.6,22,84,1.8,,,
,20090301,0.2,24.9,72,5.2,,,
,20090302,0,26.9,61,5.5,,,
,20090303,0,24.8,56,2.9,,,
,20090304,0,23.5,56,2.6,,,
,20090305,0,32,39,2.3,,,
,20090306,0,35.8,26,1.5,,,
,20090307,0,32.5,36,2.2,,,
,20090308,0,25.9,60,3.1,,,
,20090309,0,27.3,50,2.5,,,
,20090310,0,33.3,27,2.2,,,
,20090311,0,26.9,54,1.9,,,
,20090312,0,30.5,45,1.9,,,
,20090313,0,21.5,80,2.8,,,
,20090314,0,24.5,53,2.4,,,
,20090315,0,33.3,31,2.1,,,
,20090316,6.8,22.5,66,5.3,,,
,20090317,0,18.4,57,5.6,,,
,20090318,3.8,21.8,44,4.2,,,
,20090319,0,21.8,49,2.4,,,
,20090320,0,20.8,65,2.4,,,
,20090321,0,22.3,61,2.3,,,
,20090322,0,23.8,67,3.5,,,
,20090323,0,24,55,2.9,,,
,20090324,0,24.7,59,1.7,,,
,20090325,0.2,22.4,73,2.1,,,
,20090326,0,23.4,60,1.8,,,
,20090327,0,28.3,42,1.9,,,
,20090328,0,24,56,2,,,
,20090329,0,22.3,58,2.3,,,
,20090330,0,21.1,77,6,,,
,20090331,1,19.5,88,1.2,,,
