Station,Time,Date,Rainfall (mm) (24 hours),Temp (º C),Rel Humidity (%),Wind Speed (m/s) 
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041022,0,19,66,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041023,0,20.9,59,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041024,0,19.9,77,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041025,3.2,18.7,73,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041026,0,16.1,68,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041027,0,17.1,65,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041028,0,17.2,68,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041029,2,16.2,88,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041030,0,19.2,58,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041031,0,20.5,64,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041101,0.2,21.5,64,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041102,0.2,19.4,76,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041103,0,20.8,64,8.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041104,0,19.6,77,5.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041105,0,19.2,61,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041106,0,21.7,57,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041107,0,19.9,62,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041108,0,20.2,73,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041109,0,20.2,68,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041110,0,19.4,75,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041111,0,22.9,56,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041112,0,21.1,68,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041113,0,21.2,75,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041114,0,23.5,74,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041115,0,21.5,71,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041116,0,22.8,68,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041117,0,22.2,72,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041118,0,22.6,74,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041119,0,23.8,67,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041120,0,22,55,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041121,0,20.8,68,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041122,1,18.7,49,6.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041123,0,18.1,57,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041124,0,19.7,50,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041125,0,21.9,69,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041126,0,19,66,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041127,0.4,19.8,69,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041128,0,21.6,73,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041129,1.6,17.6,96,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041130,0,22.2,63,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041201,5.8,21.2,67,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041202,1.4,21.1,74,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041203,0,26.6,63,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041204,0,21.8,80,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041205,0,22.3,72,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041206,65.2,18,96,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041207,3.6,18.8,68,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041208,0,22.6,54,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041209,0,23.2,59,6.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041210,0,22.1,73,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041211,0,24.3,63,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041212,0,24,70,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041213,2.6,21,76,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041214,1.2,18.1,81,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041215,0.6,20.1,62,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041216,0,23.3,66,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041217,0.4,23.3,63,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041218,0.2,20.4,70,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041219,0,22,68,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041220,3.2,24.1,71,6.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041221,13.8,19.9,95,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041222,51.8,20,96,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041223,0.8,21.1,90,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041224,0,22.1,75,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041225,0,22.8,81,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041226,0,22.3,83,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041227,0,22.6,74,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041228,0,23.8,66,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041229,0,27,51,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041230,10.4,21.1,82,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20041231,1.6,20.5,61,1.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050101,0.2,21.8,62,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050102,0,21.8,68,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050103,0,20.1,71,6.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050104,0,24.5,61,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050105,0,22.4,73,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050106,0,24.4,73,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050107,0,23.8,67,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050108,1.4,18.6,73,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050109,0,19.9,66,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050110,0,23.4,44,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050111,0,21.2,74,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050112,0,18.6,92,6.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050113,0,22.2,63,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050114,30.8,19.2,96,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050115,0,22.8,58,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050116,0,22.5,58,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050117,0,19.9,70,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050118,0,23.1,74,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050119,1.8,22.4,80,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050120,11.4,21.4,97,1.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050121,0.2,22.5,79,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050122,0.2,22.1,81,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050123,2,17.4,96,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050124,0,20.7,68,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050125,6.8,20.6,88,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050126,0,20.9,64,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050127,0,21.3,68,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050128,0,23.8,71,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050129,0,24,66,7.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050130,0,22.4,84,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050131,0,22.5,68,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050201,0,22.5,67,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050202,0,27.6,51,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050203,0,21.5,80,0
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050204,0,20.9,65,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050205,0,23,54,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050206,0,24,51,6.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050207,0,22.1,71,8.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050208,0,19.9,83,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050209,0,19.7,78,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050210,0,22.6,70,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050211,0,21.8,61,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050212,0,21.4,59,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050213,0,21.7,67,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050214,0,20.5,72,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050215,0,22.5,55,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050216,0,23.5,67,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050217,0,23.5,77,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050218,0,21.8,78,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050219,0,21.1,74,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050220,0,22.8,74,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050221,0,23.1,78,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050222,0,21.4,80,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050223,0,21.7,72,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050224,0,20.2,83,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050225,0,19.8,73,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050226,0,21.1,68,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050227,0,23.3,75,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050228,0,23.5,63,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050301,7.6,22.7,74,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050302,0.8,22.9,71,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050303,0,23.4,70,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050304,0,23,69,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050305,0,24.3,63,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050306,4.6,22.3,70,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050307,21.4,18.9,89,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050308,6,18.7,80,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050309,0.4,23.3,57,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050310,0,19,58,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050311,0,18.8,64,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050312,0,21.7,70,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050313,0,21.9,72,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050314,0,22,64,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050315,0,23.5,49,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050316,0,27.7,46,1.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050317,0,27.8,20,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050318,0,24.9,62,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050319,0,22.8,74,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050320,1.4,21.6,79,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050321,0,18.8,68,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050322,0,25,52,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050323,0,24.1,72,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050324,0,30.3,25,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050325,0,21.1,77,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050326,0,19.9,84,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050327,5.8,19.7,69,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050328,0,16.3,76,1.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050329,0,18.8,70,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050330,0,19.4,65,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050331,3.8,18.4,60,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050401,34.4,13.7,95,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050402,0,17.8,64,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050403,0,21.1,47,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050404,0,21.4,61,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050405,0,24.3,60,1.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050406,0.4,23.8,66,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050407,0,21.7,58,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050408,0,19.6,80,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050409,0,22.1,69,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050410,20,18.6,95,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050411,6.6,19.6,74,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050412,1.2,18.1,95,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050413,0,18.3,61,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050414,0,21.1,55,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050415,0,25,36,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050416,0,19.6,67,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050417,0,18.5,70,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050418,0,16.3,57,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050419,1,15.9,40,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050420,0,16.4,48,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050421,0,16.4,45,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050422,0,18.8,47,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050423,0,17.9,72,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050424,0,17.3,64,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050425,2.8,16.6,53,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050426,0.8,17.5,65,1.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050427,0,19.3,48,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050428,0,19.6,62,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050429,0,22.2,34,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050430,0,31.4,17,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050501,0,17.2,89,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050502,0.4,17.4,67,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050503,7.8,19.3,53,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050504,7.4,14.7,91,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050505,0,17.1,50,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050506,0,15.9,73,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050507,0,18.3,39,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050508,0,19.5,38,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050509,0,19.5,52,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050510,0,25.9,22,1.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050511,0,17.5,63,1.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050512,0,20.7,74,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050513,0,15.4,94,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050514,0,14.2,90,1.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050515,0,15.4,46,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050516,0,17.5,34,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050517,0.2,23.9,19,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050518,9,12.4,94,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050519,0.2,15.7,53,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050520,0,20.7,48,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050521,0,29.6,18,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050522,0,29.8,20,10.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050523,2.4,14.1,60,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050524,0,15.7,74,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050525,0,16,57,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050526,0.6,17.4,70,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050527,0,16.3,61,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050528,2.2,17.4,81,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050529,7.2,12.7,52,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050530,0,18.4,41,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050531,4,17.9,28,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050601,0.2,16.8,63,1.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050602,0,20.3,31,1.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050603,0,15.2,66,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050604,4.4,14.2,93,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050605,0,13.8,68,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050606,0,14,73,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050607,1.8,14.4,52,1.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050608,0,13.7,47,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050609,1.6,12.4,82,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050610,0,12.3,44,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050611,0,15.8,47,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050612,2.4,14.3,36,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050613,0,14.5,36,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050614,21,11.4,86,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050615,0,14.3,43,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050616,0,16.4,40,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050617,0,16.6,71,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050618,0,23,34,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050619,0,12.7,80,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050620,1.8,16,54,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050621,0.2,17.4,76,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050622,0,17.5,71,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050623,0,21.1,45,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050624,0,19.1,44,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050625,0,16.8,43,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050626,0,15,65,5.6
