Station,Time,Date,Rainfall (mm) (24 hours),Temp (º C),Rel Humidity (%),Wind Speed (m/s) 
,,20120512,0,16.8,84,4.6
,,20120513,0,15.9,85,2.1
,,20120514,11.8,17.3,79,6.8
,,20120515,0.2,19.5,61,3.2
,,20120516,0,22,46,1.4
,,20120517,26,18.4,79,3.7
,,20120518,23.6,11.6,87,5.3
,,20120519,0,13.9,54,6.1
,,20120520,3,16.3,61,6.3
,,20120521,0,15.8,69,3.2
,,20120522,0,20.1,40,3.5
,,20120523,0,18.2,45,3.6
,,20120524,0,18.6,56,3.3
,,20120525,0,18.2,62,4.3
,,20120526,0,17.4,60,4.5
,,20120527,0,17.5,76,2.2
,,20120528,0,20.6,49,2.5
,,20120529,0.2,18.8,50,4.7
,,20120530,0,16.3,62,5
,,20120531,0,17.7,61,1.9
,,20120601,0,16,71,2.8
,,20120602,0,17.3,50,4.4
,,20120603,0.4,18.3,49,4
,,20120604,8.8,12.8,66,5.5
,,20120605,0,16.4,45,2.1
,,20120606,0,14.3,82,3.3
,,20120607,0,12,83,6.9
,,20120608,2.2,18.7,48,8.2
,,20120609,0,17.3,59,3.8
,,20120610,9.4,17.6,47,5.5
,,20120611,6.8,13.7,73,5.5
,,20120612,18.6,13.6,58,5.4
,,20120613,52.4,10.3,76,0
,,20120614,34.2,11.7,93,10.1
,,20120615,20,12,92,9.2
,,20120616,0,15.5,74,5.7
,,20120617,0,17.3,76,2
,,20120618,0,20.3,54,2.5
,,20120619,0,25.6,22,2.8
,,20120620,0,19.1,44,1.6
,,20120621,5.2,15,65,1.4
,,20120622,0,13.8,51,7.4
,,20120623,0,15.5,42,2.2
,,20120624,0,17.4,46,4.5
,,20120625,0,20.1,59,2.3
,,20120626,5.8,15.6,84,7.7
,,20120627,24.6,12.5,89,3.3
,,20120628,1.8,13.8,79,3.1
,,20120629,0,17,59,4.3
,,20120630,0,18.8,39,1.3
,,20120701,0,16.5,67,4.1
,,20120702,0,17.6,72,5.5
,,20120703,0.2,18.9,78,3.5
,,20120704,0,19.5,67,3.5
,,20120705,20.6,17.4,67,5.1
,,20120706,0.4,14,60,5.4
,,20120707,4.4,12.7,74,5.7
,,20120708,17.2,14,65,8.3
,,20120709,1.8,12.7,73,8.1
,,20120710,0.2,14.7,65,4.8
,,20120711,0,15,61,3.8
,,20120712,5.8,16.7,66,6.2
,,20120713,0,15.8,79,3.9
,,20120714,0,18.9,56,1.4
,,20120715,0,20.8,32,3.7
,,20120716,0,19,76,3.9
,,20120717,11.4,13.8,92,5.8
,,20120718,0.8,14.2,86,3.4
,,20120719,0,16.6,69,1.5
,,20120720,1.6,13.9,92,3.4
,,20120721,4.4,14.9,78,3.5
,,20120722,0,16.4,74,4.2
,,20120723,0.4,15.4,81,6.9
,,20120724,0.2,16.5,66,3.5
,,20120725,0,16.6,54,4
,,20120726,10.6,20,52,2.2
,,20120727,0,16.1,52,5.5
,,20120728,0,15.9,66,5.3
,,20120729,0,18.1,45,3.6
,,20120730,0,17.3,65,4.9
,,20120731,20.4,11.4,85,7.9
,,20120801,3.8,11.5,77,3.9
,,20120802,0,16.2,56,3.2
,,20120803,0,16.9,75,6.2
,,20120804,0,15.1,69,5.6
,,20120805,1.8,15.4,69,5.6
,,20120806,15.8,8.3,83,6.2
,,20120807,13,14.4,90,2.6
,,20120808,0.6,14.3,69,3.1
,,20120809,0,14.1,65,5.4
,,20120810,0,15.9,69,4.9
,,20120811,0,12.2,77,6
,,20120812,0,13.9,65,7.6
,,20120813,0,16.8,62,4
,,20120814,0,16.2,79,6.1
,,20120815,0,17.4,54,5.8
,,20120816,0,13.9,64,8.7
,,20120817,0,14.2,51,2.6
,,20120818,0,17.3,65,2.1
,,20120819,0,14.7,74,3.9
,,20120820,0,14,63,5.9
,,20120821,0,14.8,55,4.4
,,20120822,0,14.7,64,6.3
,,20120823,0,18.3,51,1.7
,,20120824,0,19.7,61,1.8
,,20120825,0,18.4,48,5.6
,,20120826,0,17.7,50,6.1
,,20120827,0,16.5,68,4.2
,,20120828,0,22.2,46,3.7
,,20120829,0,16.3,75,5.1
,,20120830,0,17.2,72,2.9
,,20120831,0,16,67,5.1
,,20120901,0.6,13.5,57,7.1
,,20120902,0.2,14.3,55,5.1
,,20120903,3.6,12.8,77,4
,,20120904,0,16.5,58,5.1
,,20120905,6,18.1,59,2.9
,,20120906,0,19.8,70,4.5
,,20120907,0,21.6,47,4.9
,,20120908,0,16.4,78,2.7
,,20120909,1.6,19.1,50,6.2
,,20120910,0,17.2,61,6.5
,,20120911,0,17.6,67,2.7
,,20120912,0,20.9,69,4
,,20120913,6.8,17.7,64,6.7
,,20120914,0.2,15.5,74,7.4
,,20120915,0,21.3,55,6
,,20120916,0,26.1,32,4.8
,,20120917,0,16.7,81,5.4
,,20120918,0.4,18.7,63,6.1
,,20120919,0,17.6,55,6.7
,,20120920,0,22.3,53,1.8
,,20120921,6.6,16,73,4.6
,,20120922,0,15.9,55,6.4
,,20120923,2.6,19.6,46,5.3
,,20120924,0,17.2,67,6
,,20120925,0,19.2,69,3.6
,,20120926,0.4,16.2,86,4
,,20120927,0.6,15.2,65,4.6
,,20120928,4.4,14.9,63,8.2
,,20120929,0,17,49,7.4
,,20120930,0,17.9,70,3.3
,,20121001,0,18.1,74,5.7
,,20121002,0,20,66,3.3
,,20121003,8.4,18.6,65,5
,,20121004,2,17.2,61,5.7
,,20121005,0,16,61,3.4
,,20121006,0,15.6,63,4.8
,,20121007,6.4,15.4,57,6.7
,,20121008,2,14.6,86,4.3
,,20121009,10.4,17,85,6.2
,,20121010,13,16.8,56,5.9
,,20121011,0,17.7,59,3.6
,,20121012,0,18,69,2.7
,,20121013,0,17.2,70,4.1
,,20121014,0,19.6,77,2.9
,,20121015,2.4,17.4,93,4.1
,,20121016,0,18,76,8
,,20121017,2.4,17.2,96,1.8
,,20121018,11.8,18.8,79,3.7
,,20121019,5.4,15.8,62,6.2
,,20121020,43.6,13.9,91,2.1
,,20121021,3,17.9,69,7.6
,,20121022,2.4,14.9,90,4.2
,,20121023,0,19.5,60,3.4
,,20121024,0,19.5,69,8.2
,,20121025,0,24.6,42,5.2
,,20121026,6.8,14.1,87,3.9
,,20121027,0,17.8,69,7.2
,,20121028,0,18.7,68,2.7
,,20121029,11,15,95,5.2
,,20121030,0.2,18.3,79,2.8
,,20121031,0,18.4,67,4.3
,,20121101,0,18.2,62,7.2
,,20121102,0,18.5,66,7.9
,,20121103,0,19.5,65,4.5
,,20121104,0,18.5,75,5.1
,,20121105,0,18.1,74,2.5
,,20121106,0,19.5,74,4.9
,,20121107,0,19.7,66,4.8
,,20121108,0,18.6,64,6.6
,,20121109,0,21.1,53,6.3
,,20121110,0,21,74,3.1
,,20121111,0,24.3,52,6.7
,,20121112,0.8,19.9,66,4.3
,,20121113,0,21.3,49,4.9
,,20121114,0,23.7,60,3.3
,,20121115,0,23,71,3.6
,,20121116,0,20.8,51,5
,,20121117,0,20,48,4.6
,,20121118,0,21.1,70,4.6
,,20121119,0,20.7,71,4.8
,,20121120,7.4,22.4,59,4.7
,,20121121,0.2,17.8,64,3.3
,,20121122,0,19.7,61,3.4
,,20121123,0.2,22.9,67,2.9
,,20121124,14.2,15.7,73,9.4
,,20121125,0.4,16.9,61,5.7
,,20121126,0,18.5,62,5.6
,,20121127,0,21.5,59,5.6
,,20121128,0,20,76,4.5
,,20121129,14,22.4,64,3
,,20121130,0.2,20.1,64,5.6
,,20121201,2.2,17.6,91,6
,,20121202,0,22.8,66,4.5
,,20121203,0,20.6,79,5.2
,,20121204,0,18.9,80,4.7
,,20121205,0,16.9,79,4.9
,,20121206,0,23.3,64,3.6
,,20121207,0,21.7,78,4.4
,,20121208,0,23.7,67,4.1
,,20121209,0.4,22.2,71,6.2
,,20121210,0.2,22.4,73,4.9
,,20121211,0,23.1,72,3
,,20121212,0,23.5,63,5.1
,,20121213,0,21.2,78,4
,,20121214,0,22.9,75,5.5
,,20121215,2,21.3,91,2.4
,,20121216,0,22.8,69,5.7
,,20121217,0,21.7,77,6.3
,,20121218,0,23.3,73,6.3
,,20121219,0,22.4,77,8.8
,,20121220,0,25.2,65,3
,,20121221,0,26.4,59,5.5
,,20121222,0,24,74,6.9
,,20121223,5,26,63,3.5
,,20121224,0.2,26.3,74,2.5
,,20121225,1.2,24.1,64,5.1
,,20121226,0,25.2,68,7.1
,,20121227,0,24.6,67,8.1
,,20121228,0,23.6,51,3.2
,,20121229,0,27.8,37,3.4
,,20121230,0,22,77,3.2
,,20121231,0,19.8,73,1.7
,,20130101,2.8,18.7,83,2.8
,,20130102,0,25.9,50,2.4
,,20130103,7.2,18.7,68,8.1
,,20130104,0,20,59,5.6
,,20130105,0,23.5,54,4.2
,,20130106,0,22.7,69,5.6
,,20130107,0,24.4,67,5.4
,,20130108,0,19,90,4.8
,,20130109,26.4,23,58,6.1
,,20130110,2.2,18.4,67,6.3
,,20130111,0,19.7,65,4.4
,,20130112,0,24.1,65,6.6
,,20130113,0,29.3,31,1.9
,,20130114,17.2,22.6,68,5.6
,,20130115,0,21.9,66,6
,,20130116,0,23.7,72,6.1
,,20130117,3.4,21.4,94,3.5
,,20130118,0,22.7,82,2.7
,,20130119,0,24,69,4.3
,,20130120,0,23.3,75,5
,,20130121,0,23.8,73,5
,,20130122,0,24.1,70,3.6
,,20130123,0,24,63,3.2
,,20130124,1.8,23.6,69,5.9
,,20130125,0.8,22.8,71,4.6
,,20130126,0,23.1,50,3.7
,,20130127,1.6,23.5,58,5
,,20130128,0.2,23.3,65,5.4
,,20130129,0,25.6,64,6.8
,,20130130,1.8,23.6,81,6.1
,,20130131,0,25.4,63,3
,,20130201,0,25.7,63,5.9
,,20130202,0,24.4,72,6.7
,,20130203,8,16.6,96,3.6
,,20130204,0,21.7,65,3.6
,,20130205,0,24.2,58,3.6
,,20130206,0,22,74,3.9
,,20130207,0,22,73,3.3
,,20130208,0,25.4,65,3.3
,,20130209,15.4,23.6,80,5.2
,,20130210,17.2,22.2,80,4.8
,,20130211,0,24,66,3.1
,,20130212,0,24.9,73,3.8
,,20130213,0.2,29.9,46,3
,,20130214,0,22.1,72,7.1
,,20130215,0,21.1,60,3
,,20130216,0,24,72,5.9
,,20130217,0,26.5,61,2.4
,,20130218,0,24.4,73,5.5
,,20130219,14.8,21.9,76,4.6
,,20130220,0.2,19.9,50,5.5
,,20130221,0,21.4,56,3
,,20130222,0,22.2,65,5.6
,,20130223,0,22.8,67,4.8
,,20130224,0,23.6,58,2.5
,,20130225,0,29.8,38,3.7
,,20130226,0,23.4,73,4.2
,,20130227,1.8,22.2,76,3.3
,,20130228,3.2,18.4,71,2.7
,,20130301,0,23.1,60,3.4
,,20130302,0,22.4,61,4.4
,,20130303,0,24.2,54,2.6
,,20130304,0,26.7,61,6.3
,,20130305,0,25.4,66,6.6
,,20130306,0,24.8,66,5.3
,,20130307,0,22.5,64,4.9
,,20130308,28.6,25.5,44,5.3
,,20130309,0,21,53,3.6
,,20130310,0,23,60,6.9
,,20130311,0,24.4,69,7.1
,,20130312,0,21.8,82,4.1
,,20130313,0,25.5,70,3.2
,,20130314,0,23.3,67,7.3
,,20130315,0,21.4,78,9.5
,,20130316,0.2,21.9,80,5.7
,,20130317,0,22.8,64,2.6
,,20130318,4.6,21.8,72,6
,,20130319,0,21,71,4.6
,,20130320,0,25.1,44,2.1
,,20130321,0,23,61,6.3
,,20130322,0,24.2,69,2.4
,,20130323,3.4,19.1,62,4.4
,,20130324,0,19.1,71,3.8
,,20130325,0,21,72,4.2
,,20130326,0,24.3,66,6.9
,,20130327,0,27,48,4.7
,,20130328,0,22.4,72,2.9
,,20130329,10.2,17.7,75,3.4
,,20130330,4.6,17.5,84,6.4
,,20130331,6.8,16.6,95,7.9
,,20130401,2.2,0,79,6.1
,,20130402,2.6,18,84,6.5
,,20130403,0.2,19,52,3.9
,,20130404,0,21.3,48,3.1
,,20130405,0,23.8,36,2.5
,,20130406,0,20.2,64,6.6
,,20130407,0,18.1,68,5
,,20130408,0,17.7,68,7.9
,,20130409,1.6,15.7,53,5.6
,,20130410,2.6,14.3,75,3.2
,,20130411,0,18.1,60,0
,,20130412,0,20.3,61,4.7
,,20130413,0,22.1,58,2.1
,,20130414,0,25.1,53,1.4
,,20130415,0,20.6,62,1.6
,,20130416,0,21.7,58,3.2
,,20130417,9.4,22.1,61,1.4
,,20130418,0,16.1,67,6.8
,,20130419,0,16.5,68,2.8
,,20130420,0,17.9,77,5.3
,,20130421,0,21.2,58,0
,,20130422,0,17.7,74,4.7
,,20130423,0,20.3,64,4
,,20130424,0,25.5,39,2.1
,,20130425,0,24,48,3.2
,,20130426,0,29.7,20,3.4
,,20130427,0,19.7,72,2.3
,,20130428,0,21.4,56,5.6
,,20130429,0,18.9,77,3
,,20130430,0,25.7,32,3.1
,,20130501,0,36.2,11,7.2
,,20130502,0,22.1,51,4.7
,,20130503,18.6,13.8,84,7.4
,,20130504,0,17.9,48,1.9
,,20130505,0,18.1,59,2.4
,,20130506,0,23.5,43,1.7
,,20130507,0,25.1,20,5.1
,,20130508,15.6,18.5,55,6.9
,,20130509,0,17.8,50,3.8
,,20130510,0,17.4,61,2.7
,,20130511,0,19.6,50,2.5
,,20130512,0,21.2,25,2
,,20130513,0,20.9,47,1.7
,,20130514,0,17.2,81,4.1
,,20130515,0,18.5,70,4.9
,,20130516,1.6,17.4,74,5.3
,,20130517,0.2,17.8,57,3.6
,,20130518,0,20.3,54,3.4
,,20130519,0,27.8,33,1.6
,,20130520,0,19.5,67,6
,,20130521,0.2,21.3,71,2.5
,,20130522,0.2,20,76,2.5
,,20130523,0,19.7,60,4.5
,,20130524,0,19.9,62,3.1
,,20130525,0,18.1,73,5.5
,,20130526,4.6,16.6,75,3.7
,,20130527,0,18.5,59,5
,,20130528,0,19.2,52,5
,,20130529,0,21.5,59,2.3
,,20130530,0,21.4,43,4.4
,,20130531,0,19,66,4
,,20130601,1.4,14.4,90,2.8
,,20130602,5.2,15.7,76,4
,,20130603,3.4,15.1,77,4.5
,,20130604,0.2,14.8,68,6.3
,,20130605,0,18.7,70,1.3
,,20130606,0,17.9,74,1.8
,,20130607,0,19.1,38,1.9
,,20130608,0,17,69,4.8
,,20130609,0,16.3,81,2.4
,,20130610,0,19.5,58,3.7
,,20130611,0,27.5,29,4.5
,,20130612,0,28.5,26,5.6
,,20130613,6.4,18.6,51,4.8
,,20130614,0.8,12.6,91,3.4
,,20130615,0.2,19.5,59,3.8
,,20130616,0,17.1,67,3.2
,,20130617,0,18.1,69,8
,,20130618,0,15.5,76,5.2
,,20130619,0.4,16.1,71,4.8
,,20130620,1.2,13.8,79,7.9
,,20130621,0,16.1,69,3.8
,,20130622,0,22.4,29,1.4
,,20130623,6.8,10.8,90,6.5
,,20130624,0,14.3,51,4.7
,,20130625,0,16.3,60,2.2
,,20130626,6.2,17.7,63,1.5
,,20130627,2.4,13.7,73,4.5
,,20130628,0,14.9,47,7.3
,,20130629,0,16.6,51,6
,,20130630,0,16.3,65,2.4
,,20130701,0,15.3,71,7.9
,,20130702,1.6,14.3,43,5.6
,,20130703,0,16.4,42,6.4
,,20130704,1.8,17.1,46,7
,,20130705,0.6,15.5,66,5.3
,,20130706,0,16.3,65,3.5
,,20130707,0,14.7,75,5
,,20130708,18.6,14.7,72,4.8
,,20130709,0.6,12.5,71,2.8
,,20130710,0,18.2,36,2.1
,,20130711,0,25.3,19,4.6
,,20130712,0,22.1,39,3.5
,,20130713,0,16.2,71,6
,,20130714,3.6,15.9,67,6.1
,,20130715,0,15.5,61,4.7
,,20130716,0,16.1,66,4.1
,,20130717,0,19.1,66,3.1
,,20130718,0,26.7,21,8.5
,,20130719,0,16.6,72,5.2
,,20130720,0,16.6,71,2.7
,,20130721,0,22.7,43,3.1
,,20130722,0,15.9,60,3.4
,,20130723,0,21.1,35,4.6
,,20130724,0,22.1,35,2.5
,,20130725,0.4,16.9,71,3.2
,,20130726,7,16.9,47,6.2
,,20130727,0,15.5,57,2.8
,,20130728,0,16.1,53,1.9
,,20130729,0,15.9,76,3.4
,,20130730,0,15.8,65,3.5
,,20130731,0,18.8,71,1.7
,,20130801,0,26.1,23,2.2
,,20130802,0,29.8,12,4.2
,,20130803,0,22.6,52,3
,,20130804,0,25.9,19,2.6
,,20130805,0,16.5,69,2.7
,,20130806,0.8,15,72,4.7
,,20130807,42.8,15.4,54,4.6
,,20130808,37,10.4,88,4.1
,,20130809,2,13.2,75,4.3
,,20130810,0,18.3,46,2.3
,,20130811,0,20.8,24,3.7
,,20130812,0,18.6,52,2.5
,,20130813,5.8,15,73,4.8
,,20130814,0,13.1,64,6
,,20130815,1.2,11.2,78,5.5
,,20130816,0,19.3,45,3.4
,,20130817,2.4,13.7,62,6.6
,,20130818,0.2,14.1,55,7.6
,,20130819,0,16.8,55,4.2
,,20130820,0,19.8,27,3.8
,,20130821,17.6,13.6,78,7.8
,,20130822,0,13.5,46,5.8
,,20130823,0,16.5,55,3.1
,,20130824,0,16.9,52,4.9
,,20130825,0,20.1,42,2.2
,,20130826,0,16.4,73,5.9
,,20130827,0,16.9,73,3.8
,,20130828,2.6,19.6,64,1.6
,,20130829,5.8,13.2,76,4.8
,,20130830,0,14.6,43,6.2
,,20130831,0.2,15.6,50,10.1
,,20130901,0,16.4,56,6.3
,,20130902,0,19.3,58,2.1
,,20130903,0,15.2,59,4.8
,,20130904,0,15.5,58,6.1
,,20130905,0,17.4,64,5.6
,,20130906,0,18.9,65,4.7
,,20130907,0,18.6,77,3
,,20130908,8,18.7,51,5.9
,,20130909,0.2,14.8,49,4.6
,,20130910,6.6,15.3,55,6.2
,,20130911,0.2,14.5,53,5.3
,,20130912,0,16.6,58,2.8
,,20130913,0,16.1,72,4.8
,,20130914,0,14.4,68,5.4
,,20130915,0,17.3,69,8.8
,,20130916,0,17.9,52,3.8
,,20130917,0.6,19.8,63,3.7
,,20130918,0.2,17.6,72,4
,,20130919,7.4,17.7,71,5.4
,,20130920,0.4,13.1,64,9.1
,,20130921,0,15.2,46,7
,,20130922,0,17.4,61,2.7
,,20130923,0,18.5,74,5.1
,,20130924,0,18,59,6
,,20130925,0,16.8,65,5.7
,,20130926,0,19.5,61,2.5
,,20130927,0.4,14.1,64,10
,,20130928,4.8,15.1,54,8
,,20130929,0.2,15.9,59,4
,,20130930,0,23.8,39,4.4
,,20131001,0,28.7,18,5.7
,,20131002,0,19.2,74,3.8
,,20131003,0,19.2,71,2.7
,,20131004,0,16.4,84,1.9
,,20131005,30.2,19.8,68,5.2
,,20131006,0,16.6,62,5.4
,,20131007,0,18.8,62,2.7
,,20131008,0,21.7,56,2
,,20131009,0,19.3,75,4.7
,,20131010,0,24.2,51,3.3
,,20131011,1.6,19.1,78,5.3
,,20131012,19,16.9,61,10.6
,,20131013,0,15.9,54,6.8
,,20131014,0,18.5,60,3.4
,,20131015,0,24.5,46,2.4
,,20131016,0.4,15.9,63,4.3
,,20131017,0,16.9,59,4.2
,,20131018,0,18.4,64,3.7
,,20131019,0,19.1,68,5.7
,,20131020,28.2,17.5,86,3
,,20131021,0.6,16.1,63,3.9
,,20131022,0,17.8,52,5
,,20131023,0,20.7,66,2.7
,,20131024,0.2,21.9,71,5.8
,,20131025,18,18,93,2.8
,,20131026,0,21.8,77,4.5
,,20131027,0,21.3,74,7.6
,,20131028,0,20.1,81,6
,,20131029,1.4,21.7,69,3.6
,,20131030,5.6,18.3,78,3.9
,,20131031,13.6,21,52,5.7
,,20131101,5.2,16.3,92,4.8
,,20131102,0,19.6,60,2.7
,,20131103,0,20.2,67,2.4
,,20131104,0,21.5,71,2.7
,,20131105,0,21.7,71,2.6
,,20131106,0,21.9,69,5.7
,,20131107,0,20.3,57,6.6
,,20131108,0,20,62,4.9
,,20131109,0,18.1,69,4.1
,,20131110,0,19.5,65,3.6
,,20131111,0,22.1,62,4.8
,,20131112,0,22.4,69,4.8
,,20131113,0,23.1,72,5.5
,,20131114,0.4,19.3,78,3.8
,,20131115,8,21.3,73,5.3
,,20131116,15.6,18,81,6.4
,,20131117,14.8,17.4,94,4.6
,,20131118,0,20.9,65,3
,,20131119,0.4,23,69,3.8
,,20131120,3,18.2,75,6.1
,,20131121,0,20,52,3
,,20131122,0,25.8,39,2.4
,,20131123,0.2,21.3,65,3.4
,,20131124,0,22.9,69,7
,,20131125,1,25.9,52,8.9
,,20131126,15.4,21.5,67,4.6
,,20131127,1,17.9,76,2.9
,,20131128,0,21.5,62,4.4
,,20131129,0,22.3,62,2.3
,,20131130,1,18.3,71,2.9
,,20131201,0,21.4,55,6
,,20131202,1.2,22.2,68,6.2
,,20131203,0.4,23.7,62,7.3
,,20131204,0,18.4,75,6.1
,,20131205,0,19.1,62,4.5
,,20131206,0,17.3,85,4.1
,,20131207,0,20.8,62,5.8
,,20131208,0,21.4,69,4.2
,,20131209,0.2,21.4,73,7.5
,,20131210,3.6,19.1,89,4.8
,,20131211,0,22.9,66,3.9
,,20131212,0,21,67,6.5
,,20131213,0,20.4,73,4.2
,,20131214,0,21.1,74,3.9
,,20131215,5.6,21.3,67,7.1
,,20131216,0,21.8,66,3
,,20131217,0,22,65,3
,,20131218,0,24,60,3.2
,,20131219,0,23.8,61,2.4
,,20131220,0,25.7,66,2.8
,,20131221,0,24,73,3.7
,,20131222,0,23.5,65,2.7
,,20131223,0,23,82,3.5
,,20131224,1,25.8,66,3.1
,,20131225,0,25,72,4.8
,,20131226,0,23.9,68,4.4
,,20131227,0,27.2,65,4.2
,,20131228,0,21.8,68,6.4
,,20131229,0,25.1,58,7.4
,,20131230,0,23.7,77,6.3
,,20131231,0,24.7,68,3
,,20140101,0,24.8,69,2.9
,,20140102,0,27,58,4
,,20140103,0,24,79,3.1
,,20140104,1.6,27.1,68,5.2
,,20140105,0.8,22.4,83,4.9
,,20140106,13.6,21.5,91,3.2
,,20140107,2.4,23.7,87,4.5
,,20140108,12.2,26.1,79,5.6
,,20140109,6.6,20.9,75,6.7
,,20140110,1.2,20.7,68,6.1
,,20140111,0,19.5,68,2.8
,,20140112,0,21,67,5.9
,,20140113,0,21.2,55,3.4
,,20140114,0,25.1,64,6
,,20140115,0,23.5,74,7
,,20140116,0,23.7,70,3.8
,,20140117,0,22.8,77,4.3
,,20140118,0,24.4,64,3
,,20140119,0,25.2,68,2.7
,,20140120,0,23.6,72,4.6
,,20140121,0,25.4,66,3.4
,,20140122,0,29.8,37,2.5
,,20140123,0,25.4,73,5.9
,,20140124,4,22.8,74,4.6
,,20140125,1,22.6,58,2.6
,,20140126,0,24.3,70,3.1
,,20140127,0,24.7,74,4
,,20140128,2.2,24.9,72,3
,,20140129,0,25.3,70,6.2
,,20140130,9.4,25.4,70,2.6
,,20140131,0,24.7,63,7.3
,,20140201,1.2,26.3,58,9.6
,,20140202,0,22.9,64,4.6
,,20140203,0,24.6,61,4.6
,,20140204,0,23.5,74,6.7
,,20140205,0,23.9,51,4
,,20140206,0,23.3,70,5.9
,,20140207,0,25.8,66,4
,,20140208,0,20.4,75,1.9
,,20140209,0,23,60,3.5
,,20140210,0,25.2,64,2.8
,,20140211,0,24.6,74,3.8
,,20140212,0,25.9,68,2.4
,,20140213,14,21.2,94,2.8
,,20140214,3.8,21,93,4.6
,,20140215,0,28,71,4.1
,,20140216,0,25.1,80,5.8
,,20140217,0,33.9,33,3.6
,,20140218,1.6,23,91,1.6
,,20140219,2.4,28.2,65,5.5
,,20140220,6,20.2,76,5
,,20140221,0,21.9,67,3.4
,,20140222,0,24.8,64,4.4
,,20140223,0,23.4,76,5.8
,,20140224,8.2,18.6,93,6
,,20140225,0.4,23.7,75,2.6
,,20140226,0,24.5,68,5.6
,,20140227,0,24.9,63,4.4
,,20140228,0.2,24.3,66,3
,,20140301,0,22.6,70,5.7
,,20140302,2.8,26.4,48,1.7
,,20140303,0,20.7,57,2.4
,,20140304,0,21.2,77,3.4
,,20140305,0,25.6,65,3.4
,,20140306,0,26.2,64,2.1
,,20140307,0.8,23.6,71,5.8
,,20140308,0.8,20.5,59,3.7
,,20140309,1.4,17.5,78,4.1
,,20140310,0,22.7,57,5.8
,,20140311,7.6,19,89,2.6
,,20140312,0.2,19.4,63,6
,,20140313,0,21,56,4.8
,,20140314,0,20.9,63,3.1
,,20140315,0,21.2,71,2.4
,,20140316,0,21.2,77,4.6
,,20140317,0,21.9,63,5
,,20140318,0.8,23.4,61,2.6
,,20140319,0.2,22,65,6.2
,,20140320,0,20.8,61,4.8
,,20140321,0,24,45,4.2
,,20140322,0,21.4,75,6
,,20140323,0,23.6,68,2.8
,,20140324,0,24.8,78,3
,,20140325,17.2,15.3,94,4
,,20140326,0,22.8,51,5.2
,,20140327,0,21.5,65,4.5
,,20140328,0,24.4,59,2.5
,,20140329,2,19.8,80,5.6
,,20140330,0.2,21.4,65,5
,,20140331,0,20.5,78,3.7
,,20140401,0,20.9,57,6.4
,,20140402,20.2,17.6,77,2.4
,,20140403,2.6,18.7,64,1.7
,,20140404,0,17.2,73,3.3
,,20140405,0,21.4,58,4.5
,,20140406,0,22.8,68,4.7
,,20140407,0,26.9,44,1.2
,,20140408,0,24.4,63,1.8
,,20140409,0,23.5,68,1.9
,,20140410,0,20.9,71,2.6
,,20140411,0,28.7,46,2.2
,,20140412,0,29.2,32,2.3
,,20140413,0,29.3,27,2.9
,,20140414,1.8,20.1,85,5.7
,,20140415,2.2,20.4,67,2.4
,,20140416,0,21,52,4.6
,,20140417,0,23.7,47,2.6
,,20140418,0,19.7,80,6.2
,,20140419,0,20.9,73,3.5
,,20140420,0,20.3,78,2.1
,,20140421,2.4,18.3,91,2.3
,,20140422,3.6,17.7,82,1.4
,,20140423,16.2,13.6,91,4
,,20140424,0,18.8,69,2.2
,,20140425,0,19.6,65,3.7
,,20140426,9.6,15.6,92,5.5
,,20140427,0,19.3,58,2.4
,,20140428,0,21,51,4.1
,,20140429,4,17.5,87,3.5
,,20140430,0,17.2,72,2.7
,,20140501,0,19.5,65,2.2
,,20140502,0,29.3,27,2
,,20140503,0,18,81,6.2
,,20140504,7.8,20.4,62,7.3
,,20140505,0,16,57,4.1
,,20140506,0,19.9,53,4.1
,,20140507,0,28.9,33,8
,,20140508,10.4,18.1,83,3
,,20140509,0,17,67,5.9
,,20140510,0,18.5,42,3.6
,,20140511,0.6,17.2,57,5.4
,,20140512,0,17.3,77,5.4
,,20140513,8.8,22.1,55,2.2
,,20140514,0.8,16.4,77,4.5
,,20140515,3.6,15.8,84,7.5
,,20140516,17.2,17,69,5.6
,,20140517,0,15.8,74,3.6
,,20140518,0,18.8,65,3.9
,,20140519,2.4,20.8,57,7.8
,,20140520,1.4,16.5,87,6.7
,,20140521,0.2,17,52,3.4
,,20140522,0,22.5,53,1.6
,,20140523,0,21.6,51,1.9
,,20140524,0,30.3,31,7.8
,,20140525,0,18.2,57,3.3
,,20140526,0,18.7,65,2.1
,,20140527,0,16.8,82,1.6
,,20140528,0,19.6,58,4.2
,,20140529,0,18.1,50,2.3
,,20140530,0,18,56,5.1
,,20140531,1.8,21.7,40,3.5
,,20140601,0,16.8,82,4.3
,,20140602,0,19.1,67,3.4
,,20140603,0,18.7,68,2.2
,,20140604,3,20.2,38,2.5
,,20140605,0,12.7,48,7.9
,,20140606,4.4,12.7,52,6.1
,,20140607,6.8,13,58,3.6
,,20140608,0,13.9,48,4.2
,,20140609,0,15.4,63,3.2
,,20140610,0,17.2,61,2.8
,,20140611,0,16.2,57,1.2
,,20140612,2,14.9,90,3.9
,,20140613,0,16.5,68,6.7
,,20140614,0,17.1,66,1.8
,,20140615,0,19.8,43,2.8
,,20140616,0,19.6,33,3.2
,,20140617,4.4,19.1,43,4.1
,,20140618,0.2,18.8,35,4.7
,,20140619,0.2,15.8,64,5.7
