KNYSNA  - station [0014123 3]   -34.0590 23.0910 54 m ,yyyymmdd,Rainfall (mm) (24 hours),Temp (§ C),Rel Humidity (%),Wind Speed (m/s) ,,,,KBDI,DF,FFDI
,19980911,0,14.1,66,4.3,,,,0.9307097374530384,0.8460824067526339,0.25665909959492705
,19980912,0,17.8,65,3.8,,,,1.6959423558006093,2.49202295441886,0.8383025211633229
,19980913,0,17.4,73,6.3,,,,2.415893811659525,3.7435265273508778,1.1575976940348207
,19980914,0,18.1,71,2.4,,,,3.2081679813710657,4.515806671382678,1.100306113801913
,19980915,0,20.2,63,2.1,,,,4.25059604598245,5.026274708565232,1.6870803771425475
,19980916,0.4,20.5,78,2.2,,,,5.327514790985938,5.387037698005418,1.096889973739814
,19980917,6.6,17.1,88,2.9,,,,4.084216582914261,2.951116082468958,0.40557000881135913
,19980918,0,18,58,2.4,,,,4.859016785936018,3.6981449406406277,1.4099478245556318
,19980919,0,23.3,33,1.7,,,,6.359140139831327,5.382508777103319,5.45574265416514
,19980920,1,27.5,49,2.1,,,,8.713023432477796,6.0320936195979975,4.1903451601760535
,19980921,0,20.9,68,1.6,,,,9.819444703276814,6.1265437970907595,1.6945509062900754
,19980922,0.2,25.9,44,3.3,,,,11.770911414687285,6.169996487000525,5.336667377924842
,19980923,0,17.3,78,1.4,,,,12.445017710167534,6.180112127922643,1.0538838261202446
,19980924,0,15.5,76,7,,,,12.954025346825393,6.186156684140029,1.7046351529468233
,19980925,0,16.4,55,4.4,,,,13.539626619328459,6.19145832939997,2.915649521592647
,19980926,0,16.7,64,1.9,,,,14.150719330519118,6.195154047885863,1.750185156166507
,19980927,14.2,15.4,69,8,,,,5.526939196064861,1.0099384759164185,0.39331204766557265
,19980928,3.6,15.3,60,2.7,,,,2.4372579219943256,0.9944755749558342,0.3369797147976924
,19980929,0,17.5,60,3,,,,3.164980122203889,2.797200718146616,1.0331519807168625
,19980930,0,18.8,61,1.3,,,,4.033627142773358,4.068056557124239,1.3080315998207757
,19981001,0,17.9,66,3.5,,,,4.797825406129064,4.807165902208777,1.5154364471388704
,19981002,0,18.7,72,3,,,,5.647844482072755,5.26982027657465,1.3288547592925026
,19981003,0,19.5,69,2,,,,6.589002333874989,5.594033743704931,1.4763099528623633
,19981004,0,20.9,72,2.3,,,,7.707506995369856,5.854148655349382,1.4970504487237934
,19981005,0,17.7,70,4.4,,,,8.436685668490096,6.030004721560634,1.7690687054272158
,19981006,2,18.7,56,4.3,,,,9.271114690322577,6.1103820198047245,2.9799264370367426
,19981007,0,18.2,61,5.7,,,,10.047039284277304,6.1327317207551255,2.784415951061283
,19981008,0,20.6,54,4.2,,,,11.105729805793406,6.157594309921439,3.4017548388616867
,19981009,0,20.8,69,2.6,,,,12.185115344367732,6.176500090343036,1.789244010264701
,19981010,0,20.6,83,3.9,,,,13.232086859088852,6.188891909470341,1.2257138506199958
,19981011,0.6,18.6,80,1.4,,,,14.035020178610308,6.194595869216051,1.0301790827811719
,19981012,11.6,15.2,89,1.4,,,,7.3952758113612305,1.4265368057867251,0.158021311420133
,19981013,0,18.7,70,2.7,,,,8.234166569796383,2.0464334179617136,0.5457711022024717
,19981014,20,19.4,68,1.4,,,,0.0,0.5281334273404489,0.1409565120811687
,19981015,14,14.7,81,1.6,,,,0.0,0.3528151364201648,0.05244573159822332
,19981016,0,18.9,65,5.8,,,,0.8943110688486969,1.2434404431813872,0.5184606231461772
,19981017,0,28.1,32,1.9,,,,3.469382909475117,2.3868238198409895,3.027197248729264
,19981018,0,28.5,40,4.1,,,,6.1188277439635,3.4447785627600944,4.025349059538979
,19981019,0.6,23.9,69,3.6,,,,7.714548286835923,4.241531021526697,1.491632949008497
,19981020,0,17.8,80,7.6,,,,8.454116037675167,4.792075182311238,1.3120675877290338
,19981021,0,18.8,61,2.6,,,,9.299795119144934,5.211789383448448,1.8637161541399034
,19981022,0,22.2,49,2,,,,10.590255314355353,5.572611885958138,3.2124015846834664
,19981023,0,26.2,42,3.1,,,,12.597590243143394,5.925687459750022,5.4576431039459115
,19981024,0,19.1,81,7.3,,,,13.459115641483415,6.143003585662051,1.6501957330435502
,19981025,0,18.5,59,3.4,,,,14.250247103677466,6.195581907868842,2.508010349447763
,19981026,0,20.7,56,5.2,,,,15.298874434193431,6.197209857454072,3.487694998553054
,19981027,0,21,72,5.1,,,,16.381075499024348,6.193575686784237,2.0104892338433027
,19981028,0.8,22.4,59,4.6,,,,17.654050476869937,6.182791252870288,3.159323749366319
,19981029,0,20.4,70,2.7,,,,18.645895705328854,6.169803401880441,1.717941005227572
,19981030,2,23.4,60,2.5,,,,20.0577944384223,6.150919714016049,2.631760403363321
,19981031,0.2,20.9,61,5,,,,21.09967619004707,6.22709864080372,2.9194693211516753
,19981101,1,23,59,4,,,,22.43027755702146,6.3223796595526265,3.133434234551529
,19981102,5,18,84,9,,,,20.013689487735277,4.917376390997746,1.3281357114955175
,19981103,0,17.1,73,6,,,,20.640166203027174,5.654596292368215,1.6786901299513255
,19981104,0,19.6,58,2.2,,,,21.52128501904528,6.2575301677796125,2.459360934771597
,19981105,21.8,20.1,64,3.5,,,,5.736316982454781,0.5168057018409141,0.19356537559065393
,19981106,1,16.2,63,7.9,,,,5.325600843408929,0.7713018564542714,0.3777221118825269
,19981107,0,17.1,64,2,,,,6.0023091808241285,2.384197732925877,0.6971007386059682
,19981108,0,22.5,54,2.6,,,,7.361855848651666,3.7825022715803573,1.9596422534170828
,19981109,0,30.1,34,3.8,,,,10.418693882855017,4.839076756729608,7.126824182528376
,19981110,0,23.2,53,5.5,,,,11.860147530370169,5.475210292351723,3.820016974473227
,19981111,0,21.2,71,2.4,,,,12.989487536125045,5.898637299712285,1.5904757113135652
,19981112,0,22.5,75,2.7,,,,14.300862265371533,6.195781021617769,1.5585462083852981
,19981113,0,23.2,74,3.1,,,,15.713288379626556,6.196440079242705,1.708668569032412
,19981114,1.4,21.1,67,3.9,,,,16.806435790821634,6.190733717497515,2.165642525582908
,19981115,0,20.5,70,1.9,,,,17.815389420515693,6.180944649092915,1.6142899033987461
,19981116,4.4,20.3,74,6.1,,,,18.793971830681052,5.40310575323459,1.7422797333036457
,19981117,0,18,70,2.7,,,,19.511533370063088,6.0223866363029215,1.5467214934795672
,19981118,3,18.4,83,3,,,,20.26702407231651,6.166330476014465,1.051000695944329
,19981119,25.4,18,90,4.1,,,,0.0,0.3074012696494939,0.046312873095607256
,19981120,9,19.7,82,3,,,,0.0,0.3059939648536973,0.05865583322124034
,19981121,0,21.4,72,1.9,,,,1.228882454746855,1.0992765039607524,0.2825061217215981
,19981122,0,24.8,61,2.7,,,,3.0367822183041375,2.136486773553634,0.9546875638758179
,19981123,0,22.9,75,4.2,,,,4.482559375071455,3.1000275094300194,0.9049983334373085
,19981124,2.2,16.3,92,2.1,,,,5.084870036820083,3.832604887658685,0.41605816815728847
,19981125,0,20.6,53,2.6,,,,6.170758699793479,4.422383353754681,2.219547014641997
,19981126,0,20.6,60,1.7,,,,7.250695499380201,4.881408531090306,1.7815047148947054
,19981127,0,22.3,69,3.1,,,,8.570270720433966,5.2664075858119235,1.6774622874310012
,19981128,0,25.9,62,2.2,,,,10.534343256874454,5.637555672105694,2.391361581543199
,19981129,0,24.9,67,2.7,,,,12.278053205521859,5.9421306053157705,2.1374554009239755
,19981130,11,23.4,64,4.3,,,,7.81866799828993,1.5571671050945082,0.6875711980109458
,19981201,0,21.2,68,4.2,,,,8.97186191873695,2.2224757124113292,0.7832955920561494
,19981202,1.4,21.5,64,4.6,,,,10.160790239082614,4.579431649536996,1.9177365364588799
,19981203,0,22.1,57,5.1,,,,11.430405276623627,5.629327945800812,3.186035565709122
,19981204,0,28.8,42,4.3,,,,14.053803629592082,6.194690946753681,6.888158671037124
,19981205,0.6,26.7,55,1.9,,,,16.132928623372997,6.194870680893083,3.347374942292268
,19981206,1.8,23.3,69,2.3,,,,17.54778337486936,6.1839498606263,1.9006785238740516
,19981207,1.6,21.8,54,5.5,,,,18.7259599698652,6.1685875707165145,3.9595245891619357
,19981208,0,20.8,51,2.5,,,,19.762527124364922,6.150681555997832,3.2878529753901917
,19981209,0,21.8,68,3,,,,20.926648625933908,6.21454412751831,1.9934164019364575
,19981210,0,24.9,63,5,,,,22.576303585395713,6.332701561749249,3.171484144015194
,19981211,0,23.6,72,2,,,,23.989966041962195,6.431278679603081,1.7546778987955531
,19981212,0,25.2,74,2.3,,,,25.666154059235662,6.545069178682082,1.8038944191690325
,19981213,0,28.8,56,3.7,,,,28.09480808913534,6.704222477865552,4.367877271649951
,19981214,11.6,20.7,86,3.5,,,,22.546601315315048,1.717306618930503,0.3025146666027021
,19981215,7.6,20.2,93,2.2,,,,15.888230635150487,1.0893278809475715,0.13361186287421162
,19981216,0,22.4,75,2.4,,,,17.164563833697468,3.187058411670874,0.7858206173570875
,19981217,1.6,22.9,74,2.3,,,,18.508296148451855,4.76742660480749,1.2206974276383258
,19981218,0,22.4,76,3.8,,,,19.766776349248968,5.722703250079615,1.5221788063451902
,19981219,8,20.8,85,5.5,,,,17.87749511406438,2.8115328750803243,0.6048943491976565
,19981220,0,21,55,5.2,,,,18.944844825359503,3.705644060236154,2.1953118681448114
,19981221,0.6,22.4,60,5.5,,,,20.2003504049088,6.037763990150636,3.2163477767255104
,19981222,0.2,20.5,60,3.2,,,,21.190932678900296,6.233704635691338,2.564584201472307
,19981223,0,24.8,59,3.3,,,,22.82014656737309,6.349879066657007,3.1527821450450673
,19981224,0,23.8,76,4,,,,24.264251430781492,6.4501257587022245,1.826521819923784
,19981225,0,21.5,67,3.1,,,,25.359570477227717,6.524502008021628,2.1612212815983565
,19981226,0,22.8,69,2.3,,,,26.629305840259633,6.608980256007872,1.9955485357387057
,19981227,0,23.6,60,2.7,,,,28.011247225683107,6.698855785642337,2.9314193823725403
,19981228,1.6,25.2,68,2,,,,29.64982337946115,6.802714146277144,2.2474217505362293
,19981229,0,26.7,59,6.1,,,,31.557514450236006,6.920058486979114,4.633200523895616
,19981230,0,26.1,71,3.7,,,,33.32726163601801,7.025611278114196,2.4886318402816276
,19981231,1.6,21.3,76,3.1,,,,34.34219065835445,7.084756409783692,1.7069759942748974
,19990101,4.6,25.9,49,2.4,,,,0.0,0.005636544186190017,0.004165492929649993
,19990102,0.2,23,69,2.6,,,,1.2847760405487987,0.007841758740618255,0.0026686216862700698
,19990103,0,25.1,68,3.5,,,,3.1527745602104877,0.021449896147860657,0.00863681124224376
,19990104,0,24.3,61,3.3,,,,4.846825678508159,0.04030881646169703,0.019615004364484635
,19990105,0,26.6,63,2.8,,,,7.004129947379377,0.06538283928246891,0.030579090217675485
,19990106,4.6,24.8,65,3.1,,,,8.76033386103834,0.09646749397045058,0.04043268212479881
,19990107,0,24.3,56,3.2,,,,10.406898731608237,0.13414323055413027,0.07572272454536284
,19990108,0,30.7,41,2.7,,,,13.60265566092889,0.18261050901799872,0.2050422173183168
,19990109,13.6,27.9,67,2.7,,,,7.446430422999809,0.2115209202560103,0.08793814729725642
,19990110,41.6,20.5,86,3.9,,,,0.0,0.11798180694018578,0.02210707156481452
,19990111,7.2,19.7,68,5.2,,,,0.0,0.14654061686148037,0.055330467330875245
,19990112,0,21.6,61,2.5,,,,1.2589445884410826,0.33562256881917707,0.13557261309777077
,19990113,0,28.5,52,2.1,,,,3.937711088665693,0.41530168548808505,0.2786008578759848
,19990114,3.2,25.4,64,4.1,,,,5.842559728290453,0.49794048358487997,0.23476765218287557
,19990115,0,23,70,3,,,,7.284644367756373,0.584538367628519,0.18793003292584629
,19990116,0,28.5,47,2.3,,,,9.883479411366853,0.6903771269174934,0.5559920046941389
,19990117,18.4,24.4,80,2.5,,,,0.0,0.6020302286802605,0.13774052442145662
,19990118,7.8,23.1,78,2.3,,,,0.0,0.5237604381208165,0.1210399858531531
,19990119,0.2,25.3,69,3,,,,1.72143943499498,0.8327118315007704,0.2981434366026954
,19990120,0.2,22.3,82,1.3,,,,2.8782501507702944,0.9379034252185441,0.16765018457927164
,19990121,0,25,62,5.4,,,,4.711290918146981,4.007419054436307,2.1687363506627624
,19990122,0,27.1,71,2.6,,,,6.987317184054077,4.759557065946569,1.5976339941655073
,19990123,0,26.8,72,4.2,,,,9.16709510324673,5.323985792566574,1.9528278928487541
,19990124,0,26.1,74,2,,,,11.167702273961337,5.739103227755645,1.5926434900214457
,19990125,0,25.8,68,2.2,,,,13.084778776241244,5.997113966229337,2.0595899506737627
,19990126,0,25.8,75,1.9,,,,14.98271692336364,6.197265418752535,1.6292795253086783
,19990127,0,29.4,66,1.9,,,,17.71997256371837,6.18204945650578,2.5040053162804834
,19990128,1,29.8,69,1.8,,,,20.528912735848166,6.185539758471654,2.270601254002993
,19990129,0,25.4,83,1.7,,,,22.275157717650657,6.311386036696853,1.2211339217415746
,19990130,0,29.6,59,3.5,,,,24.960260387272303,6.49755050232251,3.8576720753579017
,19990131,0,26.2,77,2.3,,,,26.817834393232655,6.621366972806674,1.7018009907878242
,19990201,27,22.7,92,0,,,,6.142602943549779,0.3742321972588695,0.0435565920113786
,19990202,6.2,20.9,85,0,,,,1.0636471364284148,0.37425706672978215,0.05218455901994073
,19990203,0,21.3,70,1.4,,,,2.271339747769618,1.3212508239859115,0.3467956896547992
,19990204,0,25.2,63,3.4,,,,4.150666508683356,2.477928192732172,1.10898977573549
,19990205,3.2,25.1,76,3.7,,,,5.992151529030783,3.5000863129512756,1.0178744397738198
,19990206,4.4,25.2,65,7.1,,,,5.3166767780841955,2.5291802138042256,1.4424510240822042
,19990207,0,22.3,65,2.9,,,,6.649276200413798,3.325956510508636,1.2029990420189567
,19990208,0,24.3,62,2,,,,8.313718047697117,5.173805411073547,2.0466590755335243
,19990209,0,25,62,2.3,,,,10.097021658462836,5.567279818664656,2.310550867495878
,19990210,0.8,25.7,72,2.3,,,,12.004068563160004,5.908314932283083,1.7768233963150413
,19990211,0,25,55,1.5,,,,13.75360368425426,6.19128145708972,3.0539884328449536
,19990212,6.6,25.4,65,2.9,,,,14.044617259755425,3.4349170565971936,1.3790764738148145
,19990213,0.2,21.1,84,2.4,,,,14.947493912554124,4.291045904198074,0.7394111060405388
,19990214,0,26,55,3.6,,,,16.86776625736726,6.1902599819355055,3.7696779166746386
,19990215,0,25.4,63,2.3,,,,18.649009983423383,6.16975656778848,2.5040839813496416
,19990216,1.4,25.3,76,2.2,,,,20.394106193980544,6.175662918037222,1.581799940432083
,19990217,0,26.4,76,1.8,,,,22.340429004375554,6.316015567648651,1.6229209649373175
,19990218,0.2,29.4,67,2.5,,,,24.970680980854976,6.498256208672981,2.672918925061862
,19990219,0,24.5,75,2,,,,26.51395671492493,6.601381793666615,1.67359087656177
,19990220,0,23.7,71,4.3,,,,27.912575759253613,6.69250876050423,2.3007039274075995
,19990221,0,22.8,77,4.5,,,,29.16408331493433,6.772227088229743,1.8669953757326654
,19990222,49.2,22.1,94,1.5,,,,0.0,0.1382551845578644,0.016916861143842186
,19990223,0,23.9,80,2.2,,,,1.6452632719802824,0.21232528918042648,0.047207837501204886
,19990224,0,23.7,83,2.5,,,,3.2407389984225334,0.7762850184537321,0.15588506721221154
,19990225,0,28.3,64,3.5,,,,5.8391111283535135,1.6240382721763744,0.7906808123421017
,19990226,0.4,24.6,68,4.6,,,,7.567110342380449,2.527546398063992,1.0318217943156478
,19990227,0,26.7,62,3.8,,,,9.717538097724812,3.384450510834594,1.6990363761817615
,19990228,0,23.8,53,3.3,,,,11.266541264653693,4.0942745874876945,2.4311005888436807
,19990301,0,24.3,58,1.7,,,,12.891882929325847,4.68724612458359,2.078107081345136
,19990302,0,25.2,54,2.4,,,,14.671873582630631,5.188215105488955,2.8836874559198287
,19990303,0,26.2,65,2.3,,,,16.63667081464087,5.620635503819622,2.190128319453765
,19990304,0,24.7,74,2.5,,,,18.288311533894117,5.970401960692097,1.6473910430347218
,19990305,0.2,25,60,1.9,,,,19.980342796490103,6.1464216171441715,2.639176485976778
,19990306,0,24.1,74,2.1,,,,21.49756404101059,6.255823978999848,1.634453307270262
,19990307,0,28.9,66,2,,,,24.008814030526505,6.43257666306193,2.5821554254276475
,19990308,24.4,23.7,87,3.5,,,,6.107263391964658,0.43678465332885535,0.0837432495372558
,19990309,0,22.3,73,4.1,,,,7.4345387917955215,0.672650519102476,0.20854440017732032
,19990310,0,27.8,63,3,,,,9.849972783902441,2.2255934969382234,1.0529865854880023
,19990311,17.4,23.6,82,5.8,,,,0.0,0.6574117088085685,0.18022074036329522
,19990312,3.2,22.1,86,1.6,,,,0.0,0.7565647252814411,0.12034057434549181
,19990313,0,24.1,76,1.2,,,,1.6826762018451011,2.338579133098759,0.5354298758018853
,19990314,0,27.2,69,1.8,,,,4.017869656919636,3.7125361134939006,1.2564648639379976
,19990315,0,23.2,83,1.9,,,,5.507183190921766,4.593453760873702,0.8425478328278315
,19990316,0.2,25.1,83,2.6,,,,7.336118532722782,5.211306758731666,1.0794169388827177
,19990317,0,24.9,82,2.4,,,,9.108773838647581,5.658790232416347,1.1836721270485642
,19990318,0,27,71,2.9,,,,11.311042055401733,6.044400232323923,2.0673895472426653
,19990319,2.6,24.1,81,3.2,,,,12.900052798168618,6.185579672291234,1.3928152169951258
,19990320,28.4,19.9,94,2.1,,,,0.0,0.26943384232691325,0.03191393278890187
,19990321,0,20.9,84,0,,,,1.1559889828834138,0.4158578367670422,0.05993837778119795
,19990322,0,20.7,85,4,,,,2.2772864107549946,1.4473643832043925,0.27587835345122413
,19990323,0.2,20.9,73,2.4,,,,3.420320088511918,2.617955042997551,0.6591036719340446
,19990324,0,22.3,63,4.1,,,,4.765690085884982,3.6003093726571294,1.542088554846653
,19990325,0,29.1,42,2,,,,7.56477309128765,4.446879101376885,4.133031149759744
,19990326,0,21.9,61,3.1,,,,8.821224744898721,5.001894005507674,2.0727997010178587
,19990327,0,22,70,2.8,,,,10.084562789005595,5.425660475693292,1.6108693527946676
,19990328,0,26.6,60,2,,,,12.184901029143706,5.827000819992348,2.6652479104976887
,19990329,0,22.5,79,2.7,,,,13.501822846188238,6.106374911551295,1.3383093532445425
,19990330,0,29.7,62,1.9,,,,16.345761097088726,6.193776438629986,2.9092696881227993
,19990331,0,36,28,1.7,,,,21.527725300906756,6.257993277953326,11.555650951961569
,19990401,0.2,32,39,1.7,,,,24.952984032598643,6.497057655577333,7.166927522740264
,19990402,0,21.9,82,2.7,,,,26.09776128719801,6.5738399717251275,1.271799767681139
,19990403,0,24.8,73,4.5,,,,27.683052785239067,6.677703324835837,2.26156540785834
,19990404,0,28.2,64,2.2,,,,29.9403729384779,6.820830784217816,2.9114659121394486
,19990405,0,18.2,91,1.6,,,,30.63359821825911,6.863698089125932,0.7825451599780306
,19990406,8.6,21.9,76,4,,,,28.221892180969387,2.797044558387482,0.7509014971641975
,19990407,0.4,19.5,88,3.3,,,,28.655505054671664,3.7257442589747636,0.5725858189297187
,19990408,2.8,17.4,91,3.3,,,,26.47913300895304,6.200543575422821,0.7950707788597869
,19990409,0,19.1,82,1.7,,,,27.277913651462615,6.651427622741582,1.0758745682069515
,19990410,0.2,20.9,81,1.2,,,,28.278720706899495,6.716007366571939,1.145556559156439
,19990411,0,23.7,68,2.5,,,,29.6633701558825,6.803560808705733,2.2284950772837373
,19990412,0,27.6,47,2,,,,31.76036937196531,6.932316368776433,5.124488258989593
,19990413,0,29.6,32,2.3,,,,34.304702168231586,7.082589407747227,9.636610534256965
,19990414,0,22.3,68,2,,,,35.442088445459184,7.147742052180787,2.1395495920235397
,19990415,0,21.9,60,4.7,,,,36.51950026289939,7.208344833416537,3.5213922198682774
,19990416,0,19,68,1.3,,,,37.26294781439491,7.2495436762945,1.8295051224861694
,19990417,29.8,16.6,90,0,,,,13.069573368503747,0.35720630240185675,0.03626755052425041
,19990418,35.4,16,81,3.5,,,,0.0,0.09429504479462159,0.017486218700636474
,19990419,5.6,17,86,5.6,,,,0.0,0.12321727565339383,0.023657020587045514
,19990420,0,21.3,57,1.6,,,,1.2140475236048365,0.4388689245760816,0.18609888646827805
,19990421,0.2,17.9,69,5,,,,1.9890644699412605,0.9301315256616686,0.306474563817521
,19990422,0,18.2,63,1.6,,,,2.794125114729181,1.530193722931595,0.4674118041742246
,19990423,0,19.4,64,4.5,,,,3.7364883794015675,2.1643915812770924,0.8453949763875803
,19990424,0,19.4,69,2.1,,,,4.674420394126255,2.771248510235898,0.7417954495009323
,19990425,0,20.1,66,2.2,,,,5.6961568287182125,3.3255373892005906,1.0170082770815352
,19990426,0,25.7,52,2.6,,,,7.646665805951161,3.872609974052182,2.394462546472677
,19990427,0,21.1,77,2,,,,8.78684592419673,4.310015915702246,0.9141656721900593
,19990428,0,27.2,65,0,,,,11.039715883074031,4.76623264871154,1.586076159310806
,19990429,0,32,41,1.4,,,,14.662716102265868,5.265381207515469,5.300185031220264
,19990430,0,19.6,81,2.3,,,,15.572684877478434,5.546754936612295,0.9958291934964532
,19990501,0,22,69,4.1,,,,16.792142737508804,5.813213481400124,1.9914897121798552
,19990502,0,21.1,74,4.6,,,,17.878999853044082,6.042243202890257,1.7615999091614714
,19990503,0,22.6,46,3.2,,,,19.171692175692396,6.1613752024110475,4.411687548572932
,19990504,0.2,16.8,77,6.5,,,,19.77362160959299,6.150468659541453,1.6404335991059846
,19990505,0,18.2,55,2.6,,,,20.507524854310194,6.183974304971685,2.6594167763013656
,19990506,0,23.2,43,1.6,,,,21.873542856658947,6.282783722623783,4.448258893849568
,19990507,0.2,23.8,45,0,,,,23.325226144133833,6.385227627558676,3.76208184727078
,19990508,0,20.2,82,2,,,,24.26279699635501,6.450026056041987,1.1109752762832554
,19990509,0,19.9,74,3.2,,,,25.160502991315244,6.5110891586381445,1.6184782251008045
,19990510,0,18.5,70,2.9,,,,25.902845096829164,6.5608734034473555,1.7409175587835908
,19990511,0,21.5,63,1.6,,,,26.98813382308415,6.632521623551615,2.222250546255259
,19990512,0,21.6,65,4.2,,,,28.079870906462755,6.703263699196257,2.6179615452556453
,19990513,0,20.2,69,2.1,,,,28.992658870865558,6.761407706403723,1.8380335643515184
,19990514,2.2,26.9,52,1.4,,,,30.948553094518658,6.8830092634363425,3.976020332057318
,19990515,15.4,18.4,89,2.2,,,,19.137004577479544,0.8654761083331755,0.11501391625410176
,19990516,0,23.5,66,2.9,,,,20.56129458443599,1.3064078155499061,0.481210617515916
,19990517,0,26.6,50,1.6,,,,22.547687089632305,3.6688315165403305,2.304781901335912
,19990518,0,23.7,54,1.3,,,,23.97770250307842,5.292513945368853,2.548106988020159
,19990519,1.6,22,69,2.2,,,,25.14253311013905,6.214177270439067,1.8124140488843317
,19990520,0.4,19.9,79,4.7,,,,26.03582557694488,6.569724486664,1.5592344169942696
,19990521,0,19.7,65,1.4,,,,26.902048873279664,6.626887110089273,1.9174450588556102
,19990522,1,20,61,1.2,,,,27.797901031321878,6.685118890272323,2.205425991478033
,19990523,0,19.5,49,6.4,,,,28.63353384046115,6.738639327417525,5.1240187874243714
,19990524,0,19.2,54,2,,,,29.433089424889822,6.789142017248753,2.9683686770613296
,19990525,0,20.8,66,1.8,,,,30.409492782303285,6.849894763918987,2.0545101239502555
,19990526,0,19.8,68,3.5,,,,31.2652983637871,6.902327330068846,2.1553899685508737
,19990527,0,19.5,61,4.8,,,,32.084412151829326,6.951811059147037,3.0522968156101333
,19990528,0,18.8,73,1.3,,,,32.827477269367805,6.996117846180683,1.4764860322924096
,19990529,0,19.3,66,5,,,,33.618174066730596,7.042666165977072,2.628197282357144
,19990530,0,19.4,66,2.1,,,,34.41559421824595,7.088995573954497,2.0789309088887085
,19990531,0,20,64,1.9,,,,35.27326654624012,7.138148505705928,2.250394908648605
,19990601,0,19.5,75,1.7,,,,36.07328598061762,7.183375828782585,1.4979411842829402
,19990602,0,26.4,54,1.2,,,,37.85267355368708,7.281870531504641,3.7929076308948173
,19990603,0,30.4,17,2.8,,,,40.512484191817144,7.423896452786811,18.150208998159393
,19990604,0,20.1,71,3.9,,,,41.34977560123891,7.467362468764215,2.194530196415109
,19990605,0,17.4,74,4,,,,41.92804834695568,7.497044580774358,1.8285941581188025
,19990606,0,18.1,63,4.3,,,,42.564411473595904,7.529394239586417,2.8185686443499605
,19990607,0,21.9,36,1.7,,,,43.596080739003646,7.581150860542956,6.579156542168519
,19990608,0,21,59,1.3,,,,44.515306373524645,7.626561811297201,2.8071929309833688
,19990609,0,26.3,34,1.4,,,,46.186869055100786,7.7074800962997525,8.106498241431535
,19990610,0,20.1,56,1.4,,,,46.99495654143,7.745848912984489,3.0925847017266856
,19990611,0,18.7,69,3.3,,,,47.6641894617354,7.777262877917372,2.2194024293394374
,19990612,0,25.4,48,1.1,,,,49.15103465826217,7.845906108436818,4.814071380867981
,19990613,0,24.6,34,1.8,,,,50.499815019731386,7.906836368056152,8.118183872530166
,19990614,7,21.3,57,2.1,,,,49.49214416062359,4.1338065800375405,1.7757809009471053
,19990615,0.2,16.5,69,3,,,,49.77258539845086,5.1991614917351185,1.3500398031932492
,19990616,0,18.4,61,1.9,,,,50.403615682109184,7.6678854566807395,2.5375080994457933
,19990617,0,23.2,57,1.3,,,,51.54609629881543,7.953247241022983,3.3768487086372083
,19990618,10,21.5,46,2.8,,,,47.554415041828214,2.51413823011778,1.696664359628714
,19990619,0.2,17.5,57,3.8,,,,47.918597152344795,3.4627226943107132,1.5131107765860097
,19990620,0,18.4,65,0,,,,48.55725268819079,6.555907217713991,1.613634235795353
,19990621,0,19,59,1.4,,,,49.24700807065509,7.729472228266824,2.6811297050972778
,19990622,0,18.4,56,2,,,,49.88019999674938,7.8790014373811905,3.1233737257972307
,19990623,0,26.2,40,0,,,,51.47806406288798,7.950251798581246,6.0192287391320995
,19990624,1.4,15.5,74,5.1,,,,51.88291652395327,7.968032035417175,1.9979627438147785
,19990625,0,19.1,51,3.4,,,,52.56687173093964,7.997824087903849,4.339605704677641
,19990626,0,20.7,53,1.9,,,,53.40285067646769,8.033824168903909,3.7845850166087875
,19990627,0,27.7,26,1.3,,,,55.23196325679177,8.111039575945279,11.680646026428661
,19990628,0,31.9,25,2.5,,,,57.99444947594409,8.223762141481439,15.628616192320662
,19990629,0,22.6,50,5.7,,,,59.007319578196515,8.263961061689418,6.338514584334866
,19990630,0,19.7,58,1.5,,,,59.71233265067054,8.291594027197846,3.0713317591960383
,19990701,6.2,14,90,7.9,,,,58.886951093328896,4.933627626079649,0.8625766674261728
,19990702,0,17.4,66,2,,,,59.40256547288274,5.996697764718849,1.6334109070670737
,19990703,0,26,35,1.4,,,,60.869373232930485,8.22723204491073,8.268358231991797
,19990704,0,18,78,2.1,,,,61.42321078725606,8.357491741583768,1.541889285323091
,19990705,0,28.8,25,1.5,,,,63.36271009029406,8.430263811309855,13.257474168335806
,19990706,0,18.5,80,1.4,,,,63.94576671517246,8.451750387594412,1.395161097347207
,19990707,0,18.3,76,2.2,,,,64.51068494315537,8.472399834991483,1.705827624446922
,19990708,0,27.2,52,1.2,,,,66.1178240947943,8.530253381438367,4.880985755323212
,19990709,0,30.3,26,1.5,,,,68.3009594824137,8.606784420716295,13.752419865181395
,19990710,0,18.2,57,6.1,,,,68.84070106382559,8.625349889854048,4.629114225074485
,19990711,0,18.3,59,3.2,,,,69.38576181549983,8.643958215535266,3.402725055125666
,19990712,0,31.2,14,3.6,,,,71.71703472386079,8.721992088248989,25.93680035253843
,19990713,0.6,14.1,88,3.4,,,,71.99207218503368,8.731035235859588,1.1150036024392906
,19990714,0,16.3,65,1.7,,,,72.38976215920188,8.74405141097561,2.304767845970828
,19990715,0,21.5,34,6.6,,,,73.1904906113019,8.770046421174817,12.133204075677352
,19990716,1.4,20.5,47,2.1,,,,73.89423575909714,8.792661298962651,5.140280676128377
