Station,Time,Date,Rainfall (mm) (24 hours),Temp (? C),Rel Humidity (%),Wind Speed (m/s) 
George WO/WK,1400,19861023,1.6,21.4,63,7.6
George WO/WK,1400,19861024,0,17,57,2.8
George WO/WK,1400,19861025,0,19.8,63,6.7
George WO/WK,1400,19861026,0.2,20.4,77,6
George WO/WK,1400,19861027,9.7,14.8,84,2.7
George WO/WK,1400,19861028,0,18.3,74,9.9
George WO/WK,1400,19861029,0,20.1,72,2.4
George WO/WK,1400,19861030,29.4,14.6,93,1.3
George WO/WK,1400,19861031,1,17,63,6.2
George WO/WK,1400,19861101,0,18,65,4
George WO/WK,1400,19861102,0,31.3,16,3
George WO/WK,1400,19861103,0.5,21.4,30,7.3
George WO/WK,1400,19861104,0,16.2,51,3.1
George WO/WK,1400,19861105,0,18.2,68,6.7
George WO/WK,1400,19861106,0,17.9,84,3.3
George WO/WK,1400,19861107,6.2,17.3,86,5
George WO/WK,1400,19861108,5.5,13.2,93,3
George WO/WK,1400,19861109,0,18.5,60,4
George WO/WK,1400,19861110,0,19.1,81,4.4
George WO/WK,1400,19861111,0,19.8,73,5
George WO/WK,1400,19861112,0,21,53,3.2
George WO/WK,1400,19861113,0,20.6,73,2.3
George WO/WK,1400,19861114,0.1,20.7,62,5.8
George WO/WK,1400,19861115,0,17.1,84,11.7
George WO/WK,1400,19861116,0,23.9,50,2.7
George WO/WK,1400,19861117,0,21.9,77,3.8
George WO/WK,1400,19861118,0,22.3,66,5.6
George WO/WK,1400,19861119,9.7,20.7,70,4.5
George WO/WK,1400,19861120,0.1,18.5,86,10.2
George WO/WK,1400,19861121,1.6,20.9,84,2.9
George WO/WK,1400,19861122,2.5,17.9,98,2.3
George WO/WK,1400,19861123,0,22.8,77,7.3
George WO/WK,1400,19861124,0,28.8,53,2.5
George WO/WK,1400,19861125,0.1,18.9,94,5.1
George WO/WK,1400,19861126,1.2,18.4,96,6.8
George WO/WK,1400,19861127,1.8,21,72,5
George WO/WK,1400,19861128,0,18.4,73,6
George WO/WK,1400,19861129,0,21.4,70,1.8
George WO/WK,1400,19861130,0,22.2,71,3
George WO/WK,1400,19861201,0,24.4,44,2.7
George WO/WK,1400,19861202,7.6,20.8,69,4.6
George WO/WK,1400,19861203,2.1,18.5,89,5
George WO/WK,1400,19861204,0,21.8,87,3.6
George WO/WK,1400,19861205,0.1,19.4,84,3.8
George WO/WK,1400,19861206,0,17.9,79,3
George WO/WK,1400,19861207,0,21.2,77,5.8
George WO/WK,1400,19861208,2.8,23.1,72,3
George WO/WK,1400,19861209,1.2,17.5,95,5.8
George WO/WK,1400,19861210,0,21.6,63,8.4
George WO/WK,1400,19861211,0,23.5,62,2.8
George WO/WK,1400,19861212,0,23.3,69,10
George WO/WK,1400,19861213,0.1,23.8,65,3.5
George WO/WK,1400,19861214,0,22,75,6
George WO/WK,1400,19861215,8.4,21.8,74,3.2
George WO/WK,1400,19861216,10.2,15.2,71,2.9
George WO/WK,1400,19861217,0,18.9,54,4.3
George WO/WK,1400,19861218,0,20.2,66,3.6
George WO/WK,1400,19861219,0,22.7,56,7.6
George WO/WK,1400,19861220,0,27.1,51,3
George WO/WK,1400,19861221,0,23.4,73,7
George WO/WK,1400,19861222,0,22.8,72,4.4
George WO/WK,1400,19861223,0,22.5,68,4
George WO/WK,1400,19861224,0,23.3,58,4.3
George WO/WK,1400,19861225,0,20.6,75,2.3
George WO/WK,1400,19861226,0,22.6,72,0
George WO/WK,1400,19861227,0,22.9,63,4.3
George WO/WK,1400,19861228,1.6,22.8,76,5
George WO/WK,1400,19861229,2.2,23,76,2
George WO/WK,1400,19861230,0,22.1,78,4.6
George WO/WK,1400,19861231,0,25.9,57,4.8
George WO/WK,1400,19870101,2.9,24.3,56,7
George WO/WK,1400,19870102,0,21.5,59,4.5
George WO/WK,1400,19870103,0,23,56,6.7
George WO/WK,1400,19870104,0.3,26.4,56,1.6
George WO/WK,1400,19870105,7,21.5,64,0
George WO/WK,1400,19870106,6.3,18.3,76,0
George WO/WK,1400,19870107,0,20.9,56,1.5
George WO/WK,1400,19870108,0,22.1,63,9.3
George WO/WK,1400,19870109,0,22.8,65,5.5
George WO/WK,1400,19870110,1.4,24.9,60,2.6
George WO/WK,1400,19870111,2.1,24,66,2.7
George WO/WK,1400,19870112,0,21.3,73,2.8
George WO/WK,1400,19870113,2,24,54,3.2
George WO/WK,1400,19870114,0,22.4,64,3.2
George WO/WK,1400,19870115,0,22.6,63,5.5
George WO/WK,1400,19870116,0,26,57,4.2
George WO/WK,1400,19870117,0,25,65,3
George WO/WK,1400,19870118,6.7,21.3,93,2.5
George WO/WK,1400,19870119,3.6,19.7,89,1.8
George WO/WK,1400,19870120,0,20.6,68,7.1
George WO/WK,1400,19870121,1.1,27.1,34,9.8
George WO/WK,1400,19870122,2.9,22.8,83,3.3
George WO/WK,1400,19870123,3.2,18.3,84,3.5
George WO/WK,1400,19870124,1.8,20.5,63,6.9
George WO/WK,1400,19870125,0,20.4,65,3
George WO/WK,1400,19870126,0,25.8,41,3.6
George WO/WK,1400,19870127,6.2,26,55,3.4
George WO/WK,1400,19870128,1.2,19.1,70,1.9
George WO/WK,1400,19870129,0,23.1,70,3.4
George WO/WK,1400,19870130,0,22.9,66,3.7
George WO/WK,1400,19870131,0,28.9,39,3.8
George WO/WK,1400,19870201,3,26.8,60,1.7
George WO/WK,1400,19870202,0,21.5,78,4
George WO/WK,1400,19870203,0,24.2,52,3.6
George WO/WK,1400,19870204,0,22.2,64,4.2
George WO/WK,1400,19870205,0,24.4,58,3.1
George WO/WK,1400,19870206,0.5,20.7,75,4.7
George WO/WK,1400,19870207,0,25.8,62,9
George WO/WK,1400,19870208,1.2,25.4,78,3.9
George WO/WK,1400,19870209,9.9,19.8,92,1.4
George WO/WK,1400,19870210,7.6,15.1,97,3
George WO/WK,1400,19870211,0,22,53,3
George WO/WK,1400,19870212,2.1,23.1,54,3.8
George WO/WK,1400,19870213,0,24.4,73,2.9
George WO/WK,1400,19870214,5.6,25,69,3.8
George WO/WK,1400,19870215,2.5,20.5,73,1.8
George WO/WK,1400,19870216,0,24.6,80,4
George WO/WK,1400,19870217,6.8,24.4,78,3
George WO/WK,1400,19870218,0,24.2,80,8.4
George WO/WK,1400,19870219,0,22.5,64,8.6
George WO/WK,1400,19870220,0.3,21.8,66,3
George WO/WK,1400,19870221,0,21.5,70,2.8
George WO/WK,1400,19870222,0,22.4,74,3
George WO/WK,1400,19870223,0,18.6,84,6
George WO/WK,1400,19870224,0,23.4,65,4
George WO/WK,1400,19870225,0,26,70,2
George WO/WK,1400,19870226,0,27.2,72,3.6
George WO/WK,1400,19870227,0.7,26.3,73,4.4
George WO/WK,1400,19870228,0,28.3,69,3.8
George WO/WK,1400,19870301,1.4,26.8,77,4.3
George WO/WK,1400,19870302,0.8,22.8,88,0
George WO/WK,1400,19870303,2.5,18.9,94,7.6
George WO/WK,1400,19870304,0,22.5,72,8.2
George WO/WK,1400,19870305,0,22.9,72,0
George WO/WK,1400,19870306,0,23.5,71,3.6
George WO/WK,1400,19870307,0,23.4,62,3.9
George WO/WK,1400,19870308,2.4,20.5,85,11
George WO/WK,1400,19870309,0,21.1,53,4.8
George WO/WK,1400,19870310,1.1,25.2,44,5.1
George WO/WK,1400,19870311,0,23.3,66,4.8
George WO/WK,1400,19870312,0,24,73,2.4
George WO/WK,1400,19870313,0,25.3,61,2.2
George WO/WK,1400,19870314,0,28.7,40,2.5
George WO/WK,1400,19870315,1.8,19,72,3.4
George WO/WK,1400,19870316,0.6,17.7,96,2.2
George WO/WK,1400,19870317,0,18.5,69,0
George WO/WK,1400,19870318,0,23.3,63,3.7
George WO/WK,1400,19870319,10.7,23.6,55,3.7
George WO/WK,1400,19870320,0.2,17.2,84,1.6
George WO/WK,1400,19870321,0,21.1,78,10.4
George WO/WK,1400,19870322,0,24.3,67,2
George WO/WK,1400,19870323,0,24.8,73,4
George WO/WK,1400,19870324,8.6,20.9,97,3.9
George WO/WK,1400,19870325,0.6,21.7,77,9.3
George WO/WK,1400,19870326,0,25.7,68,4.3
George WO/WK,1400,19870327,0,25.3,75,1.1
George WO/WK,1400,19870328,0,24.1,62,1.8
George WO/WK,1400,19870329,1.6,22.5,73,4
George WO/WK,1400,19870330,0,21.8,84,0
George WO/WK,1400,19870331,0,22.9,75,2.8
George WO/WK,1400,19870401,0,21.6,61,2.4
George WO/WK,1400,19870402,0,23.8,58,3.4
George WO/WK,1400,19870403,0,21.9,76,3.2
George WO/WK,1400,19870404,0,21,88,6
George WO/WK,1400,19870405,0,23.3,64,0
George WO/WK,1400,19870406,0,21.9,72,3
George WO/WK,1400,19870407,1.4,23.6,58,2.7
George WO/WK,1400,19870408,0,22.1,59,5.2
George WO/WK,1400,19870409,0.1,22.7,67,4.1
George WO/WK,1400,19870410,3,17.6,91,8.4
George WO/WK,1400,19870411,0,19.7,57,5.5
George WO/WK,1400,19870412,0,22.6,70,4.8
George WO/WK,1400,19870413,0,23.6,63,1.3
George WO/WK,1400,19870414,89,17.3,81,6
George WO/WK,1400,19870415,1.1,17.1,69,5.7
George WO/WK,1400,19870416,0,19.1,65,5.5
George WO/WK,1400,19870417,0,25.8,36,1.1
George WO/WK,1400,19870418,0,31,22,2.7
George WO/WK,1400,19870419,22.1,21.5,67,1.4
George WO/WK,1400,19870420,0.6,20.1,91,5.5
George WO/WK,1400,19870421,0,20.9,74,2.5
George WO/WK,1400,19870422,4.2,22.3,68,2
George WO/WK,1400,19870423,0,17.6,48,5.4
George WO/WK,1400,19870424,0,18.4,64,5.6
George WO/WK,1400,19870425,0,19.7,81,2.6
George WO/WK,1400,19870426,0,20.3,71,3.9
George WO/WK,1400,19870427,0.6,19.9,82,2.8
George WO/WK,1400,19870428,0,19,81,4
George WO/WK,1400,19870429,0,24.5,54,1.1
George WO/WK,1400,19870430,0,23.7,74,0
George WO/WK,1400,19870501,0,23.5,66,0
George WO/WK,1400,19870502,0,26.3,61,0
George WO/WK,1400,19870503,0,21.3,83,0
George WO/WK,1400,19870504,0.3,21.4,81,0
George WO/WK,1400,19870505,0,18.3,44,7
George WO/WK,1400,19870506,0,21.1,38,10.6
George WO/WK,1400,19870507,0,18.1,53,6
George WO/WK,1400,19870508,0,17.9,60,2
George WO/WK,1400,19870509,0,19.8,61,0
George WO/WK,1400,19870510,0,23,46,0
George WO/WK,1400,19870511,0,19.8,48,1.8
George WO/WK,1400,19870512,0,22.2,38,6
George WO/WK,1400,19870513,0.1,23.7,27,9.6
George WO/WK,1400,19870514,0,21.2,33,9.4
George WO/WK,1400,19870515,0,22.3,32,10.5
George WO/WK,1400,19870516,0,24.4,41,10
George WO/WK,1400,19870517,0,19.5,70,5
George WO/WK,1400,19870518,0,17.2,77,4.2
George WO/WK,1400,19870519,0,21.3,41,5.2
George WO/WK,1400,19870520,0,19.3,73,3
George WO/WK,1400,19870521,0,20,71,4.2
George WO/WK,1400,19870522,0,30.4,23,1.2
George WO/WK,1400,19870523,0,19.7,84,2.9
George WO/WK,1400,19870524,0,30.8,23,3.9
George WO/WK,1400,19870525,0.2,20.8,77,3.4
George WO/WK,1400,19870526,1.2,17.2,79,0
George WO/WK,1400,19870527,0,28,34,0
George WO/WK,1400,19870528,0,20.9,46,1.8
George WO/WK,1400,19870529,0,20.4,58,0
George WO/WK,1400,19870530,0,30.1,15,5
George WO/WK,1400,19870531,2.5,28.3,18,6.7
George WO/WK,1400,19870601,2.7,17.9,51,6
George WO/WK,1400,19870602,0,18.3,41,7.5
George WO/WK,1400,19870603,0.7,17.4,57,2.4
George WO/WK,1400,19870604,2.7,21,36,11.3
George WO/WK,1400,19870605,3.4,11.6,82,9.3
George WO/WK,1400,19870606,0,16,42,0
George WO/WK,1400,19870607,0,19.3,40,0
George WO/WK,1400,19870608,0,17.4,52,3.5
George WO/WK,1400,19870609,6.3,16.7,73,1.7
George WO/WK,1400,19870610,0,16.4,55,1.2
George WO/WK,1400,19870611,0,15.9,68,1.1
George WO/WK,1400,19870612,0,18.8,56,0
George WO/WK,1400,19870613,0,21.8,51,0
George WO/WK,1400,19870614,0,19.2,48,0
George WO/WK,1400,19870615,0,21.6,36,4.3
George WO/WK,1400,19870616,0.2,23.1,38,3.6
George WO/WK,1400,19870617,17.1,9.6,92,6.3
George WO/WK,1400,19870618,7.3,11.3,79,0
George WO/WK,1400,19870619,0,13.9,53,3.4
George WO/WK,1400,19870620,0,16.8,52,0
George WO/WK,1400,19870621,0,22,30,0
George WO/WK,1400,19870622,0,21.7,32,3.7
George WO/WK,1400,19870623,0,24.7,26,4.9
George WO/WK,1400,19870624,0,17.2,59,2.5
George WO/WK,1400,19870625,1.9,15.8,77,4.2
George WO/WK,1400,19870626,0,17.2,69,2.3
George WO/WK,1400,19870627,0,17.6,62,1.3
George WO/WK,1400,19870628,0,20.7,48,0
George WO/WK,1400,19870629,0,27.1,34,0
George WO/WK,1400,19870630,0,27.7,25,0
George WO/WK,1400,19870701,0,18.7,61,2
George WO/WK,1400,19870702,0.2,20.9,31,7
George WO/WK,1400,19870703,0,17.6,53,5
George WO/WK,1400,19870704,0,18.5,55,1.7
George WO/WK,1400,19870705,2.2,23,29,0
George WO/WK,1400,19870706,0,15.6,53,1.6
George WO/WK,1400,19870707,0,18,55,1.8
George WO/WK,1400,19870708,0,18.8,53,0
George WO/WK,1400,19870709,0,23.8,20,5.7
George WO/WK,1400,19870710,11,18.4,51,8
George WO/WK,1400,19870711,0,14.1,56,0
George WO/WK,1400,19870712,0,15.9,48,7
George WO/WK,1400,19870713,0,16.5,54,2.5
George WO/WK,1400,19870714,0,17.2,58,3.9
George WO/WK,1400,19870715,0,19.1,69,3.7
George WO/WK,1400,19870716,0,28.1,18,3
George WO/WK,1400,19870717,0,27.9,18,8
George WO/WK,1400,19870718,2.1,28.3,18,5.5
George WO/WK,1400,19870719,2.5,14.2,76,5
George WO/WK,1400,19870720,0,12.3,59,8.6
George WO/WK,1400,19870721,0,15.3,37,5.2
George WO/WK,1400,19870722,0,18.8,45,3
George WO/WK,1400,19870723,0,26.3,20,4
George WO/WK,1400,19870724,0,26.6,17,5
George WO/WK,1400,19870725,0,25.5,15,6.7
George WO/WK,1400,19870726,0,16.4,44,5.1
George WO/WK,1400,19870727,0,17.3,29,3.8
George WO/WK,1400,19870728,0,16.3,40,5.7
George WO/WK,1400,19870729,0,18.2,40,3.5
George WO/WK,1400,19870730,0,22.6,26,4.8
George WO/WK,1400,19870731,0,18.4,56,0
George WO/WK,1400,19870801,0,21,50,1.7
George WO/WK,1400,19870802,0,18.1,72,0
George WO/WK,1400,19870803,6.9,17.3,80,4.5
George WO/WK,1400,19870804,1,15,77,2.8
George WO/WK,1400,19870805,0,16.1,50,3.6
George WO/WK,1400,19870806,0,17.7,48,1.4
George WO/WK,1400,19870807,0,28.1,17,5
George WO/WK,1400,19870808,0,18.9,72,4.3
George WO/WK,1400,19870809,0,28.6,23,5
George WO/WK,1400,19870810,1.5,19.6,49,0
George WO/WK,1400,19870811,0.8,19.7,35,6.7
George WO/WK,1400,19870812,2.6,13.4,55,13.3
George WO/WK,1400,19870813,0,15,66,2.9
George WO/WK,1400,19870814,0.1,15.3,59,1.6
George WO/WK,1400,19870815,0,17.5,47,3.8
George WO/WK,1400,19870816,0,21.2,24,3
George WO/WK,1400,19870817,0,18.2,62,3.4
George WO/WK,1400,19870818,0.5,26.3,24,11.4
George WO/WK,1400,19870819,0,17.1,58,4.5
George WO/WK,1400,19870820,0,25.5,29,2.6
George WO/WK,1400,19870821,12,18.6,64,3.5
George WO/WK,1400,19870822,0.3,14.5,70,0
George WO/WK,1400,19870823,9.8,10.1,95,4.8
George WO/WK,1400,19870824,7.2,12,84,2
George WO/WK,1400,19870825,0,15.3,54,4.8
George WO/WK,1400,19870826,0,23.2,23,3.3
George WO/WK,1400,19870827,3.3,21.5,37,4.6
George WO/WK,1400,19870828,0.3,16.1,70,1.2
George WO/WK,1400,19870829,0,29,16,7.7
George WO/WK,1400,19870830,0,23.6,51,2.1
George WO/WK,1400,19870831,6.2,10.7,98,5
George WO/WK,1400,19870901,0.5,13,77,0
George WO/WK,1400,19870902,0,16.4,69,0
George WO/WK,1400,19870903,0.3,16.5,81,3.3
George WO/WK,1400,19870904,0,13.8,60,3.8
George WO/WK,1400,19870905,0,16.3,55,3.9
George WO/WK,1400,19870906,0,17.6,75,8.1
George WO/WK,1400,19870907,0.2,21.6,65,2
George WO/WK,1400,19870908,0,18.9,87,3.4
George WO/WK,1400,19870909,0,19.9,65,3.8
George WO/WK,1400,19870910,0,29.1,33,1.6
George WO/WK,1400,19870911,0,35.3,14,4.7
George WO/WK,1400,19870912,14.5,21.4,50,4.2
George WO/WK,1400,19870913,0,19.4,54,2.2
George WO/WK,1400,19870914,0.5,18.1,68,9
George WO/WK,1400,19870915,0.5,14.2,84,6.4
George WO/WK,1400,19870916,0,15.5,70,5.5
George WO/WK,1400,19870917,0,16.5,58,4
George WO/WK,1400,19870918,0,21.8,43,3.7
George WO/WK,1400,19870919,19.5,22.4,64,2.7
George WO/WK,1400,19870920,0.8,14.8,83,3
George WO/WK,1400,19870921,5.2,15.2,95,10.8
George WO/WK,1400,19870922,57.6,19.1,86,0
George WO/WK,1400,19870923,0,20,50,9.2
George WO/WK,1400,19870924,3.3,13.8,67,4.7
George WO/WK,1400,19870925,24.1,14.5,58,3.8
George WO/WK,1400,19870926,15.6,12.5,87,8.1
George WO/WK,1400,19870927,1.1,14.8,76,10.1
George WO/WK,1400,19870928,0,18.2,69,6.8
George WO/WK,1400,19870929,0,20.9,57,1.3
George WO/WK,1400,19870930,12.2,13.5,88,5.2
George WO/WK,1400,19871001,3.7,10.1,78,5.6
George WO/WK,1400,19871002,0,15.6,62,2.2
George WO/WK,1400,19871003,0,17.8,58,4.5
George WO/WK,1400,19871004,0,25.8,45,0
George WO/WK,1400,19871005,0,18,72,2.4
George WO/WK,1400,19871006,0,17.6,77,3
George WO/WK,1400,19871007,0,18.5,79,2
George WO/WK,1400,19871008,0.4,20,76,1.6
George WO/WK,1400,19871009,0,19.3,78,5.1
George WO/WK,1400,19871010,0,19.2,67,2.4
George WO/WK,1400,19871011,0.7,13.5,95,5.2
George WO/WK,1400,19871012,0,15.7,55,0
George WO/WK,1400,19871013,0,17.8,67,5.5
George WO/WK,1400,19871014,0,19.7,67,3.7
George WO/WK,1400,19871015,0,20.8,73,5.2
George WO/WK,1400,19871016,0,29.1,38,1.6
George WO/WK,1400,19871017,1,17.6,83,2
George WO/WK,1400,19871018,5.2,18.3,82,1.1
George WO/WK,1400,19871019,1.3,14.4,94,0
George WO/WK,1400,19871020,0,18.8,72,10.8
George WO/WK,1400,19871021,0,24.4,63,2.3
George WO/WK,1400,19871022,0,16.8,88,4.2
George WO/WK,1400,19871023,2.1,19.7,72,2.5
George WO/WK,1400,19871024,0,19.6,86,2.2
George WO/WK,1400,19871025,0,18.6,67,8.9
George WO/WK,1400,19871026,0,18.8,67,9.9
George WO/WK,1400,19871027,0,28.8,35,0
George WO/WK,1400,19871028,1.2,16.3,78,10
George WO/WK,1400,19871029,0,17.8,69,6.9
George WO/WK,1400,19871030,0,20.7,71,2.2
George WO/WK,1400,19871031,0,20.2,70,1.4
George WO/WK,1400,19871101,0,21.3,55,5.2
George WO/WK,1400,19871102,0,23.9,65,1.5
George WO/WK,1400,19871103,0,17.7,81,4.7
George WO/WK,1400,19871104,0,19.7,70,3
George WO/WK,1400,19871105,0.1,17.6,66,3.6
George WO/WK,1400,19871106,0,19.5,59,6.8
George WO/WK,1400,19871107,0,22.2,51,5.5
George WO/WK,1400,19871108,0,20.3,77,3.9
George WO/WK,1400,19871109,0.9,17,66,5.7
George WO/WK,1400,19871110,0,18.7,47,6.4
George WO/WK,1400,19871111,0.2,16,86,9
George WO/WK,1400,19871112,0,26.3,43,6.5
George WO/WK,1400,19871113,0,18.6,70,3.5
George WO/WK,1400,19871114,0,20.6,50,3.4
George WO/WK,1400,19871115,0.1,15.8,83,7.1
George WO/WK,1400,19871116,0,19.1,28,3.6
George WO/WK,1400,19871117,0,19.1,47,4
George WO/WK,1400,19871118,0,19,49,3.5
George WO/WK,1400,19871119,0,21,45,11.8
George WO/WK,1400,19871120,0,18.5,50,3.8
George WO/WK,1400,19871121,0,20.4,46,5.2
George WO/WK,1400,19871122,3.4,22.8,61,3.8
George WO/WK,1400,19871123,0.2,20,81,6.7
George WO/WK,1400,19871124,1.2,20,82,1.8
George WO/WK,1400,19871125,0,19.4,56,3.9
George WO/WK,1400,19871126,5.6,19.3,44,8.2
George WO/WK,1400,19871127,0,18,52,7
George WO/WK,1400,19871128,0,24,39,4.5
George WO/WK,1400,19871129,0,21.3,61,8.1
George WO/WK,1400,19871130,0,22,60,5.3
George WO/WK,1400,19871201,0,22.4,69,5.1
George WO/WK,1400,19871202,0,23.4,60,3.1
George WO/WK,1400,19871203,0,23.8,51,3.8
George WO/WK,1400,19871204,0,23.6,55,3.7
George WO/WK,1400,19871205,7.6,24.5,64,4.2
George WO/WK,1400,19871206,2.6,17.1,91,3.3
George WO/WK,1400,19871207,0,22,25,9.3
George WO/WK,1400,19871208,0,21.1,55,3.7
George WO/WK,1400,19871209,0.8,24.6,35,5.5
George WO/WK,1400,19871210,0,22.6,59,5.5
George WO/WK,1400,19871211,27.7,19.1,78,4.4
George WO/WK,1400,19871212,0.8,18.4,62,8.5
George WO/WK,1400,19871213,9.2,19.9,62,9.4
George WO/WK,1400,19871214,0.6,20.5,77,5
George WO/WK,1400,19871215,8.1,22.1,77,2.8
George WO/WK,1400,19871216,0,20.1,87,10.4
George WO/WK,1400,19871217,0,25.3,71,5.2
George WO/WK,1400,19871218,0,21.3,74,4.6
George WO/WK,1400,19871219,0,22.1,77,1.5
George WO/WK,1400,19871220,0,22.1,68,3.7
George WO/WK,1400,19871221,0,23,69,8.9
George WO/WK,1400,19871222,15.9,19.6,95,2.7
George WO/WK,1400,19871223,1.6,18.4,85,2.5
George WO/WK,1400,19871224,0,20.2,77,3.8
George WO/WK,1400,19871225,0,21.8,75,5.8
George WO/WK,1400,19871226,0,22.4,71,3.8
George WO/WK,1400,19871227,0,20.3,40,12.6
George WO/WK,1400,19871228,0,17.9,57,4.1
George WO/WK,1400,19871229,0,19.6,60,5.2
George WO/WK,1400,19871230,0,22.3,63,5.3
George WO/WK,1400,19871231,0,23.9,65,7.4
George WO/WK,1400,19880101,0,23.2,80,5
George WO/WK,1400,19880102,6,24.7,67,3.6
George WO/WK,1400,19880103,0.2,21.6,80,3.2
George WO/WK,1400,19880104,0,22.2,66,3.8
George WO/WK,1400,19880105,2.5,25.3,58,3.2
George WO/WK,1400,19880106,0,18.5,67,3.1
George WO/WK,1400,19880107,0,18.2,62,4.1
George WO/WK,1400,19880108,0,21.8,60,5.3
George WO/WK,1400,19880109,0,23,56,4.6
George WO/WK,1400,19880110,0,24.1,66,6.2
George WO/WK,1400,19880111,0,24.9,70,4
George WO/WK,1400,19880112,3.4,25.9,77,6.2
George WO/WK,1400,19880113,1,20.9,84,3
George WO/WK,1400,19880114,9.3,21.2,84,3.7
George WO/WK,1400,19880115,0.3,22,94,7.1
George WO/WK,1400,19880116,0,22.3,60,4.7
George WO/WK,1400,19880117,0,28.7,44,3.6
George WO/WK,1400,19880118,1.3,24.4,63,4
George WO/WK,1400,19880119,0,22.2,76,3.6
George WO/WK,1400,19880120,1.3,28.8,42,4.8
George WO/WK,1400,19880121,0,23.2,47,10
George WO/WK,1400,19880122,0,23.4,50,4.9
George WO/WK,1400,19880123,1,28.2,40,3
George WO/WK,1400,19880124,0,21.7,47,5.7
George WO/WK,1400,19880125,0,24.3,46,3.7
George WO/WK,1400,19880126,1.4,25.1,64,4.7
George WO/WK,1400,19880127,0.2,19.4,92,7.3
George WO/WK,1400,19880128,1.1,23.1,72,5.4
George WO/WK,1400,19880129,0,25.9,70,4
George WO/WK,1400,19880130,3.3,23,57,8.5
George WO/WK,1400,19880131,0,20.2,61,5
George WO/WK,1400,19880201,0,25.1,48,4
George WO/WK,1400,19880202,0,26.3,34,4.2
George WO/WK,1400,19880203,0,24.9,65,4.5
George WO/WK,1400,19880204,0,25.2,63,4.2
George WO/WK,1400,19880205,0,23.4,65,4.2
George WO/WK,1400,19880206,11.9,24.2,72,5.7
George WO/WK,1400,19880207,1.1,20.8,85,9.2
George WO/WK,1400,19880208,0,25.9,61,4.4
George WO/WK,1400,19880209,0,25.5,66,2.9
George WO/WK,1400,19880210,0,31.5,43,3
George WO/WK,1400,19880211,0,32.1,36,3.9
George WO/WK,1400,19880212,0,25.1,65,4.2
George WO/WK,1400,19880213,0,30,44,1.2
George WO/WK,1400,19880214,0,24.2,70,4.8
George WO/WK,1400,19880215,3.2,22.9,87,3.6
George WO/WK,1400,19880216,0.9,19.3,97,7.4
George WO/WK,1400,19880217,0,32.3,42,2
George WO/WK,1400,19880218,5.8,20.1,95,4.7
George WO/WK,1400,19880219,1.4,17.9,80,1.9
George WO/WK,1400,19880220,0,21,64,4.4
George WO/WK,1400,19880221,0,23.7,66,5.3
George WO/WK,1400,19880222,0,29,46,4
George WO/WK,1400,19880223,2.5,24.9,64,4.3
George WO/WK,1400,19880224,2.2,19.2,95,7.2
George WO/WK,1400,19880225,0,22.3,66,10.3
George WO/WK,1400,19880226,0.2,26.7,53,3.2
George WO/WK,1400,19880227,0,21.5,64,3.3
George WO/WK,1400,19880228,0,23.4,59,4
George WO/WK,1400,19880229,2.5,20.1,91,4.7
George WO/WK,1400,19880301,5.6,20,92,1.6
George WO/WK,1400,19880302,0,24.2,75,3.5
George WO/WK,1400,19880303,0,29.3,55,4
George WO/WK,1400,19880304,0,36.9,29,3.8
George WO/WK,1400,19880305,17.2,23.4,87,2.2
George WO/WK,1400,19880306,0.3,19.4,60,10
George WO/WK,1400,19880307,0.2,20.3,62,7
George WO/WK,1400,19880308,0,20.3,78,7.9
George WO/WK,1400,19880309,0.2,22.5,63,5.7
George WO/WK,1400,19880310,0,26.4,54,1.6
George WO/WK,1400,19880311,0,24.9,67,3.6
George WO/WK,1400,19880312,0.2,22.1,75,3
George WO/WK,1400,19880313,0,20.3,84,3.2
George WO/WK,1400,19880314,0,22.5,71,4
George WO/WK,1400,19880315,0,22.7,70,1.7
George WO/WK,1400,19880316,0.2,17.6,87,1.9
George WO/WK,1400,19880317,0,25.4,48,2
George WO/WK,1400,19880318,0,18.9,82,10.2
George WO/WK,1400,19880319,0,19.4,62,4
George WO/WK,1400,19880320,0,21.3,43,4
George WO/WK,1400,19880321,0,23,56,4.1
George WO/WK,1400,19880322,0,21.5,76,1.2
George WO/WK,1400,19880323,0,24.4,50,4.9
George WO/WK,1400,19880324,2.9,23.1,59,4.6
George WO/WK,1400,19880325,0,20.5,78,4.9
George WO/WK,1400,19880326,0,24.7,63,4.2
George WO/WK,1400,19880327,0,22.7,77,3
George WO/WK,1400,19880328,0.5,22.3,73,3.3
George WO/WK,1400,19880329,0,21.8,69,4.8
George WO/WK,1400,19880330,0,20.2,80,1.6
George WO/WK,1400,19880331,0,22,70,2.1
George WO/WK,1400,19880401,0,22.2,59,4
George WO/WK,1400,19880402,23.9,19.7,95,5.1
George WO/WK,1400,19880403,2.4,17.6,95,7.2
George WO/WK,1400,19880404,0.5,24,70,5
George WO/WK,1400,19880405,2,23.2,71,4.3
George WO/WK,1400,19880406,11.7,19.5,69,5.6
George WO/WK,1400,19880407,4.1,14.7,89,4.3
George WO/WK,1400,19880408,0.6,15.9,59,4.9
George WO/WK,1400,19880409,0,17,59,4.4
George WO/WK,1400,19880410,0,19.9,52,5
George WO/WK,1400,19880411,0,20.1,64,4.1
George WO/WK,1400,19880412,0,20,66,6.6
George WO/WK,1400,19880413,0,24.7,49,1.6
